Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Labelb
5354246,135,46,27.0,46,46,1070849.2,3,3,100,20,0.9338383033,0.1867676607,6,0,0,254,377,20,0
26213662,107,60,53.5,129,88,8737887.33333333,30403,26183259,52,52,0.0762960932,0.0762960932,47,0,1,-1,-1,20,0
172,88,44,44.0,94,94,57.3333333333,3,3,64,64,11627.9069767442,11627.9069767442,44,0,1,-1,-1,32,0
181,156,78,78.0,174,174,60.3333333333,1,1,40,40,11049.723756906102,11049.723756906102,78,0,1,-1,-1,20,0
117346517,1447,470,76.1578947368,2309,0,3088066.23684211,0,68,616,648,0.16191362539999998,0.1704353952,0,0,1,29200,365,32,0
3,0,0,0.0,0,0,3.0,3,3,64,0,666666.666666667,0.0,0,0,0,374,-1,32,0
99480,40,40,40.0,88,88,99480.0,99480,0,32,32,10.0522718134,10.0522718134,40,0,1,-1,-1,32,0
101530,58,58,58.0,114,114,101530.0,101530,0,20,20,9.849305624,9.849305624,58,0,1,-1,-1,20,0
254800,124,31,31.0,47,47,50960.0,3,3,80,40,15.6985871272,7.8492935636,31,0,0,-1,-1,20,0
46697,49,49,49.0,199,199,46697.0,46697,0,40,32,21.4146519048,21.4146519048,49,0,1,-1,-1,40,0
76599,54,54,54.0,115,115,76599.0,76599,0,32,40,13.055000717999999,13.055000717999999,54,0,1,-1,-1,32,0
49034,172,43,43.0,105,105,9806.8,3,4,80,40,81.57604927189999,40.788024635999996,43,0,0,-1,-1,20,0
60849632,424,376,42.4,521,0,3202612.21052632,78,383,212,284,0.1643395313,0.1643395313,0,0,1,8192,110,20,0
31300,43,43,43.0,99,99,31300.0,31300,0,32,32,31.9488817891,31.9488817891,43,0,1,-1,-1,32,0
153,94,47,47.0,103,103,51.0,1,1,40,40,13071.895424836599,13071.895424836599,47,0,1,-1,-1,20,0
7622,0,0,0.0,0,0,2540.6666666667,2,2,0,0,524.7966413015,0.0,0,0,0,-1,-1,0,0
60077,44,44,44.0,108,108,60077.0,60077,0,32,32,16.6453051917,16.6453051917,44,0,1,-1,-1,32,0
1815624,1378,378,81.0588235294,2836,0,46554.46153846161,3,178,552,744,9.363172110499999,12.667821090699999,0,0,1,29200,175,32,0
3,12,6,6.0,0,0,3.0,3,3,40,0,666666.666666667,0.0,6,0,0,373,-1,20,0
112098310,3146,434,121.0,746,0,2491073.55555556,132,214,532,532,0.23193926829999997,0.17841482179999998,0,0,0,8192,393,20,0
161,0,0,0.0,0,0,161.0,161,161,64,0,12422.3602484472,0.0,0,0,0,256,-1,32,0
91,6,6,6.0,6,6,30.3333333333,4,0,20,60,10989.010989011,32967.032967032996,6,1,3,256,389,20,0
63173260,187,46,26.714285714299997,46,46,7896657.5,3,3,140,40,0.110806376,0.0316589646,6,0,0,254,184,20,0
20997226,97,49,48.5,173,105,6999075.33333333,23370,20973856,64,64,0.0952506774,0.0952506774,48,0,1,-1,-1,32,0
115597,440,440,146.6666666667,859,0,19266.1666666667,4,23916,104,136,25.9522305942,34.6029741256,0,0,1,29200,31,32,0
30346333,1010,659,91.8181818182,1577,0,1379378.77272727,3,201,360,392,0.3624820172,0.3954349278,0,0,1,29200,254,32,0
52,0,0,0.0,0,0,52.0,52,52,64,0,38461.5384615385,0.0,0,0,0,365,-1,32,0
73913,41,41,41.0,181,181,73913.0,73913,0,20,20,13.5294197232,13.5294197232,41,0,1,-1,-1,20,0
5211332,698,517,87.25,1420,0,400871.692307692,3,3,172,132,1.5351161661000001,1.1513371246,0,0,0,8192,120,20,0
5214777,818,467,90.8888888889,1882,0,289709.833333333,4,221,192,208,1.7258647877000002,1.9176275419,0,0,1,8192,25,20,0
116779124,709,356,11.253968254,2896,0,949423.772357724,2,2,2024,1960,0.5394799845,0.5223536357,0,0,0,29200,122,32,0
116575664,835,474,36.3043478261,1448,0,2711061.95348837,1,3,744,680,0.1972967531,0.1801405137,0,0,0,29200,5184,32,0
62419,68,34,34.0,214,214,20806.3333333333,3,3,88,64,32.0415258175,32.0415258175,34,0,1,-1,-1,44,0
23443,18467,2920,1319.0714285714,6,0,1233.8421052632,1,2,304,144,597.1931919976,255.9399394275,0,0,0,8192,357,20,0
453,38,38,12.666666666700001,6,6,151.0,3,3,96,20,6622.5165562914,2207.5055187638,0,0,0,130,0,32,0
60598363,994,610,71.0,1460,2,2244383.81481481,21,393,292,284,0.23102934320000001,0.23102934320000001,0,0,1,8192,31110,20,0
784299,905,309,64.6428571429,1448,0,29048.1111111111,2,22,456,456,17.85033514,17.85033514,0,0,1,29200,32,32,0
4,0,0,0.0,0,0,4.0,4,4,64,0,500000.0,0.0,0,0,0,118,-1,32,0
111,66,33,33.0,107,107,37.0,2,3,64,64,18018.018018018,18018.018018018,33,0,1,-1,-1,32,0
3,31,31,15.5,0,0,3.0,3,3,64,0,666666.666666667,0.0,0,0,0,110,-1,32,0
23592,55,55,55.0,71,71,23592.0,23592,0,20,20,42.3872499152,42.3872499152,55,0,1,-1,-1,20,0
23478,44,44,44.0,120,120,23478.0,23478,0,32,20,42.5930658489,42.5930658489,44,0,1,-1,-1,32,0
115440758,528,444,33.0,979,0,3980715.79310345,107,2624,332,424,0.1385992285,0.121274325,0,0,0,8192,119,20,0
30797896,754,430,62.8333333333,2896,0,1184534.46153846,1,128,392,488,0.3896370064,0.48704625799999995,0,0,1,29200,130,32,0
60332613,2290,1925,163.5714285714,1448,0,2234541.22222222,7,219,456,456,0.23204696940000002,0.23204696940000002,0,0,1,29200,125,32,0
3,0,0,0.0,0,0,3.0,3,3,64,0,666666.666666667,0.0,0,0,0,118,-1,32,0
115579902,303,303,8.4166666667,2836,0,1651141.45714286,3,49,1160,1128,0.31147283719999996,0.302820814,0,0,0,29200,340,32,0
115505653,432,432,27.0,1769,0,3982953.55172414,35,215,520,456,0.13852135880000002,0.12120618890000001,0,0,0,29200,939,32,0
30377,41,41,41.0,143,143,30377.0,30377,0,40,32,32.919643151100004,32.919643151100004,41,0,1,-1,-1,40,0
142891,51,51,51.0,193,193,142891.0,142891,0,20,32,6.9983413931,6.9983413931,51,0,1,-1,-1,20,0
24677,45,45,45.0,150,150,24677.0,24677,0,40,32,40.5235644527,40.5235644527,45,0,1,-1,-1,40,0
4513635,129,45,25.8,41,41,902727.0,3,3,100,20,1.1077546146,0.2215509229,6,0,0,1964,37,20,0
5326404,0,0,0.0,0,0,1775468.0,51,23664,104,40,0.5632317789,0.1877439263,0,0,0,29200,28960,32,0
64793,66,33,33.0,81,81,21597.6666666667,3,3,64,40,30.8675319865,30.8675319865,33,0,1,-1,-1,32,0
117907208,1240,621,72.9411764706,1448,0,3684600.25,3,3,552,520,0.1441811768,0.1356999311,0,0,0,29200,127,32,0
16,1534,118,118.0,0,0,1.3333333333,1,1,416,0,812500.0,0.0,118,0,0,-1,-1,32,0
146746,964,290,45.9047619048,2920,0,3579.1707317072996,2,48,432,432,143.10441170459998,143.10441170459998,0,0,1,8192,1013,20,0
29421,168,42,42.0,70,70,4203.0,3,3,104,104,135.9573094048,135.9573094048,42,0,1,-1,-1,20,0
258610,53,53,53.0,117,117,258610.0,258610,0,32,20,3.8668264955000002,3.8668264955000002,53,0,1,-1,-1,32,0
30853,56,56,56.0,97,97,30853.0,30853,0,32,32,32.4117589862,32.4117589862,56,0,1,-1,-1,32,0
5101870,12,6,3.0,0,0,1020374.0,29,31122,104,64,0.7840262492,0.3920131246,0,0,0,8192,29200,20,0
154,70,35,35.0,51,51,51.3333333333,4,4,40,40,12987.012987013,12987.012987013,35,0,1,-1,-1,20,0
60382,51,51,51.0,179,179,60382.0,60382,0,40,32,16.5612268557,16.5612268557,51,0,1,-1,-1,40,0
5580982,380,193,42.222222222199996,1460,2,348811.375,3,3,192,164,1.6126194279,1.4334394915000002,0,0,0,8192,30016,20,0
5984949,387,200,43.0,1460,0,374059.3125,3,3,192,168,1.5037722126,1.3366864112,0,0,0,8192,32762,20,0
3,0,0,0.0,0,0,3.0,3,3,64,0,666666.666666667,0.0,0,0,0,5646,-1,32,0
32967,152,38,38.0,118,118,4709.5714285714,3,3,80,80,121.33345466680001,121.33345466680001,38,0,1,-1,-1,20,0
105784425,101,58,50.5,186,171,35261475.0,23901,105723894,64,52,0.018906374899999998,0.018906374899999998,43,0,1,-1,-1,32,0
162,70,35,35.0,51,51,54.0,3,3,64,64,12345.679012345701,12345.679012345701,35,0,1,-1,-1,32,0
85876,140,35,35.0,90,90,17175.2,1,1,80,40,46.578788019899996,23.28939401,35,0,0,-1,-1,20,0
1559210,2622,408,74.91428571430001,976,0,20515.9210526316,0,3,724,864,22.4472649611,26.9367179533,0,0,1,8192,245,20,0
117059681,948,306,63.2,1410,0,3776118.74193548,1,49,348,352,0.1281397649,0.1452250669,0,0,1,8192,123,20,0
208,12,6,6.0,0,0,208.0,208,208,40,0,9615.384615384599,0.0,6,0,0,351,-1,20,0
113580637,4228,611,162.61538461540002,409,0,2317972.18367347,4,1901,532,612,0.2289122573,0.2113036221,0,0,0,8192,1172,20,0
48792,180,45,45.0,98,98,9758.4,3,3,128,64,81.980652566,40.990326283,45,0,0,-1,-1,32,0
70988034,136,47,45.3333333333,135,79,14197606.8,30365,2327988,84,72,0.04226064349999999,0.04226064349999999,42,0,1,-1,-1,20,0
5369510,611,517,101.8333333333,156,0,596612.222222222,3,3,132,92,1.1174203978,0.7449469318,0,0,0,8192,119,20,0
5453547,611,517,101.8333333333,152,0,605949.666666667,3,3,132,92,1.1002013919,0.7334675945999999,0,0,0,8192,946,20,0
30525,47,47,47.0,175,175,30525.0,30525,0,20,20,32.76003276,32.76003276,47,0,1,-1,-1,20,0
160,86,43,43.0,107,107,53.3333333333,3,3,64,64,12500.0,12500.0,43,0,1,-1,-1,32,0
24187,56,56,56.0,117,117,24187.0,24187,0,40,20,41.344523917800004,41.344523917800004,56,0,1,-1,-1,40,0
129,72,36,36.0,52,52,43.0,3,3,40,40,15503.875968992299,15503.875968992299,36,0,1,-1,-1,20,0
156,68,34,34.0,50,50,52.0,3,3,40,40,12820.5128205128,12820.5128205128,34,0,1,-1,-1,20,0
23715,76,38,38.0,80,80,7905.0,4,4,64,40,84.3348091925,84.3348091925,38,0,1,-1,-1,32,0
169,60,30,30.0,132,132,56.3333333333,3,4,40,40,11834.3195266272,11834.3195266272,30,0,1,-1,-1,20,0
95865,432,426,144.0,2266,0,15977.5,5,29468,72,92,31.294007197600003,41.7253429302,0,0,1,8192,237,20,0
6010167,12,6,4.0,0,0,2003389.0,0,23165,72,32,0.4991541832,0.16638472769999998,0,0,0,8192,29200,20,0
469,43,43,43.0,43,43,469.0,469,0,32,32,2132.1961620469,2132.1961620469,43,0,1,-1,-1,32,0
68204730,3179,661,144.5,2920,2,1451164.46808511,4,119,452,524,0.3225582742,0.38120523310000004,0,0,1,8192,22474,20,0
68453567,7468,869,49.456953642399995,4380,2,172862.542929293,0,142,3032,4924,2.2058748231,3.5936768642000003,0,0,1,8192,29546,20,0
22060253,441,417,73.5,1766,0,2005477.54545454,44,2578,132,156,0.2719823748,0.2719823748,0,0,1,8192,946,20,0
66,12,6,6.0,0,0,66.0,66,66,40,0,30303.030303030297,0.0,6,0,0,64187,-1,20,0
10297,12,6,6.0,0,0,10297.0,10297,10297,40,0,194.2313295135,0.0,6,0,0,253,-1,20,0
155,66,33,33.0,89,89,51.6666666667,3,4,40,40,12903.225806451599,12903.225806451599,33,0,1,-1,-1,20,0
119883,12,6,6.0,0,0,119883.0,119883,119883,40,0,16.6829325259,0.0,6,0,0,256,-1,20,0
23686,62,31,31.0,112,112,7895.333333333299,3,3,40,40,84.4380646796,84.4380646796,31,0,1,-1,-1,20,0
48356,12,6,6.0,0,0,48356.0,48356,48356,40,0,41.3599139714,0.0,6,0,0,252,-1,20,0
60232,55,55,55.0,71,71,60232.0,60232,0,20,20,16.6024704476,16.6024704476,55,0,1,-1,-1,20,0
50576,176,44,44.0,72,72,10115.2,3,3,104,64,79.088895919,39.5444479595,44,0,0,-1,-1,20,0
119976847,7526,1599,192.9743589744,1430,6,1249758.82291667,1,46,780,1160,0.3250627181,0.48342660649999997,6,0,1,253,695,20,0
61000,51,51,51.0,67,67,61000.0,61000,0,40,20,16.393442623,16.393442623,51,0,1,-1,-1,40,0
177,12,6,6.0,0,0,177.0,177,177,40,0,11299.435028248601,0.0,6,0,0,64209,-1,20,0
55170,46,46,46.0,151,151,55170.0,55170,0,32,32,18.1257930034,18.1257930034,46,0,1,-1,-1,32,0
4,37,31,18.5,0,0,4.0,4,4,40,0,500000.0,0.0,6,0,0,15544,-1,20,0
24627,68,34,34.0,178,178,8209.0,3,48,40,64,81.2116782393,81.2116782393,34,0,1,-1,-1,20,0
60520,46,46,46.0,102,102,60520.0,60520,0,32,32,16.5234633179,16.5234633179,46,0,1,-1,-1,32,0
156,92,46,46.0,85,85,52.0,3,4,40,40,12820.5128205128,12820.5128205128,46,0,1,-1,-1,20,0
23643,132,66,66.0,148,148,7881.0,3,3,40,40,84.5916338874,84.5916338874,66,0,1,-1,-1,20,0
5894432,12,6,4.0,0,0,1964810.66666667,54,15196,72,32,0.5089548917,0.1696516306,0,0,0,8192,29200,20,0
116610072,1540,917,102.6666666667,1418,0,4021036.96551724,0,66,488,488,0.1286338285,0.1286338285,0,0,1,29200,370,32,0
60749,152,38,38.0,84,84,12149.8,3,3,104,40,65.8447052626,32.9223526313,38,0,0,-1,-1,20,0
46440,112,28,28.0,79,79,9288.0,3,3,104,64,86.1326442722,43.0663221361,28,0,0,-1,-1,20,0
30852,42,42,42.0,58,58,30852.0,30852,0,20,20,32.4128095423,32.4128095423,42,0,1,-1,-1,20,0
24130,47,47,47.0,132,132,24130.0,24130,0,32,32,41.4421881475,41.4421881475,47,0,1,-1,-1,32,0
85142,62,31,31.0,267,267,28380.6666666667,3,3,40,64,23.490169364099998,23.490169364099998,31,0,1,-1,-1,20,0
23718,46,46,46.0,127,127,23718.0,23718,0,32,32,42.1620710009,42.1620710009,46,0,1,-1,-1,32,0
103006,3727,3177,372.7,1460,2,5722.5555555556,0,0,220,184,97.0817233948,87.37355105530001,0,0,0,29200,65535,20,0
3,37,31,18.5,0,0,3.0,3,3,40,0,666666.666666667,0.0,6,0,0,294,-1,20,0
245,76,38,38.0,326,326,81.6666666667,4,4,40,40,8163.2653061225,8163.2653061225,38,0,1,-1,-1,20,0
116079130,5078,4724,211.5833333333,1448,0,2638162.04545454,2,49,776,680,0.20675551239999998,0.18091107329999997,0,0,0,29200,1301,32,0
30806,140,35,35.0,96,96,6161.2,3,4,80,40,129.8448354217,64.9224177108,35,0,0,-1,-1,20,0
31005,180,45,45.0,326,326,6201.0,3,3,128,64,129.0114497662,64.5057248831,45,0,0,-1,-1,32,0
169,62,31,31.0,127,127,56.3333333333,3,3,40,40,11834.3195266272,11834.3195266272,31,0,1,-1,-1,20,0
61531,47,47,47.0,79,79,61531.0,61531,0,20,20,16.2519705514,16.2519705514,47,0,1,-1,-1,20,0
61295,98,49,49.0,95,95,20431.6666666667,4,49,64,40,32.6290888327,32.6290888327,49,0,1,-1,-1,32,0
365669,1287,713,257.4,629,0,33242.636363636404,1,106,112,152,13.6735681723,19.1429954412,0,0,1,8192,248,20,0
226,88,44,44.0,172,172,75.3333333333,3,48,40,40,8849.5575221239,8849.5575221239,44,0,1,-1,-1,20,0
5940579,390,209,48.75,1460,0,456967.615384615,4,4,172,132,1.3466700805,1.0100025604,0,0,0,8192,119,20,0
429823,433,427,144.3333333333,2267,2,71637.1666666667,4,29290,72,84,6.9796171913,9.306156255,0,0,1,8192,30016,20,0
65295554,863,453,61.6428571429,1507,0,2418353.85185185,3,18936,292,364,0.21440969780000002,0.21440969780000002,0,0,1,8192,59,20,0
10675,12,6,6.0,0,0,10675.0,10675,10675,40,0,187.3536299766,0.0,6,0,0,16230,-1,20,0
493,63,63,63.0,123,123,493.0,493,0,20,20,2028.3975659229002,2028.3975659229002,63,0,1,-1,-1,20,0
1219675,2832,2484,354.0,1598,0,67759.7222222222,4,4174,172,232,6.559124356900001,9.018795990700001,0,0,1,8192,169,20,0
25241,64,32,32.0,138,138,8413.6666666667,3,4,40,40,79.236163385,79.236163385,32,0,1,-1,-1,20,0
133,12,6,6.0,0,0,133.0,133,133,40,0,15037.5939849624,0.0,6,0,0,251,-1,20,0
1,0,0,0.0,0,0,1.0,1,0,32,32,1000000.0,1000000.0,0,0,1,275,365,32,0
115308002,517,433,32.3125,746,0,3976138.0,3,16294,332,424,0.1387588001,0.1214139501,0,0,0,8192,343,20,0
60108023,213,195,42.6,1594,0,8586860.42857143,4,50,112,72,0.083183571,0.0499101426,0,0,0,8192,946,20,0
363530,1425,851,285.0,960,0,33048.1818181818,1,98,112,152,13.7540230517,19.2556322724,0,0,1,8192,250,20,0
106241862,105,55,52.5,111,71,35413954.0,30717,106211062,52,72,0.0188249713,0.0188249713,50,0,1,-1,-1,20,0
5722,12,6,6.0,0,0,5722.0,5722,5722,40,0,349.528137015,0.0,6,0,0,256,-1,20,0
5983142,370,189,46.25,1689,2,460241.692307692,44,45,172,124,1.3370901108,1.0028175831000001,0,0,0,8192,30016,20,0
1,12,6,6.0,0,0,1.0,1,1,40,0,2000000.0,0.0,6,0,0,16370,-1,20,0
21,3055,235,235.0,0,0,1.75,1,1,416,0,619047.6190476189,0.0,235,0,0,-1,-1,32,0
187,132,66,66.0,194,194,62.3333333333,3,3,40,40,10695.1871657754,10695.1871657754,66,0,1,-1,-1,20,0
173,92,46,46.0,124,124,57.6666666667,0,0,64,64,11560.693641618502,11560.693641618502,46,0,1,-1,-1,32,0
30642,41,41,41.0,143,143,30642.0,30642,0,20,20,32.6349454996,32.6349454996,41,0,1,-1,-1,20,0
391071,50,50,50.0,188,188,391071.0,391071,0,32,32,2.5570804279,2.5570804279,50,0,1,-1,-1,32,0
5025396,611,517,101.8333333333,152,0,558377.333333333,4,4,132,92,1.1939357615000001,0.7959571743000001,0,0,0,8192,946,20,0
3879658,1108,760,100.72727272729999,1336,0,204192.5263157889,3,48,360,296,2.8353014621,2.3197921054,0,0,0,29200,23168,32,0
137206,843,243,60.214285714300004,2896,0,5488.24,3,18,456,392,102.03635409530001,87.4597320817,0,0,0,29200,126,32,0
685275,207,195,51.75,1595,0,97896.4285714286,35,35,92,92,5.837072707999999,5.837072707999999,0,0,1,8192,946,20,0
5038177,135,46,27.0,46,46,1007635.4,4,4,100,20,0.9924224576,0.1984844915,6,0,0,255,373,20,0
15794223,925,585,115.625,1871,0,987138.9375,4,4627,172,204,0.5065143122,0.5698286013,0,0,1,8192,33,20,0
60821271,740,359,49.3333333333,1460,0,2172188.25,27,209,312,352,0.2466242443,0.230182628,0,0,0,8192,123,20,0
34849225,5222,1749,307.1764705882,300,0,1161640.83333333,1,1,364,304,0.48781572619999997,0.401730598,0,0,0,8192,2049,20,0
79890,538,214,76.8571428571,1460,0,5326.0,3,1090,152,192,87.6204781575,112.6549004882,0,0,1,8192,290,20,0
16404156,1685,1334,168.5,1460,0,820207.8,1,182,212,244,0.6096016156,0.6705617771,0,0,1,8192,12,20,0
38229033,1191,556,108.27272727270001,409,0,2123835.16666667,48,48,232,208,0.2877394257,0.2092650369,0,0,0,8192,981,20,0
215,12,6,6.0,0,0,215.0,215,215,40,0,9302.3255813954,0.0,6,0,0,260,-1,20,0
3,43,31,14.333333333299999,0,0,1.5,1,1,60,0,1000000.0,0.0,6,0,0,121,-1,20,0
319,12,6,6.0,0,0,319.0,319,319,40,0,6269.5924764890015,0.0,6,0,0,32751,-1,20,0
2,59,53,29.5,0,0,2.0,2,2,40,0,1000000.0,0.0,6,0,0,198,-1,20,0
25947,19927,2920,1245.4375,6,0,1235.5714285714,1,1,344,144,616.641615601,231.24060585040002,0,0,0,8192,357,20,0
72673,148,37,37.0,136,136,14534.6,3,3,80,40,55.0410744018,27.5205372009,37,0,0,-1,-1,20,0
150,90,45,45.0,61,61,50.0,3,3,40,40,13333.333333333301,13333.333333333301,45,0,1,-1,-1,20,0
136812,172,43,43.0,144,144,27362.4,3,3,80,40,29.237201415100003,14.6186007075,43,0,0,-1,-1,20,0
157,66,33,33.0,65,65,52.3333333333,3,4,64,64,12738.8535031847,12738.8535031847,33,0,1,-1,-1,32,0
5086292,377,231,53.8571428571,92,0,423857.66666666704,2,45,152,132,1.3762481588,1.1796412790000002,0,0,0,8192,149,20,0
23993,56,28,28.0,284,284,7997.666666666701,3,3,40,64,83.3576459801,83.3576459801,28,0,1,-1,-1,20,0
144,66,33,33.0,49,49,48.0,3,4,40,40,13888.8888888889,13888.8888888889,33,0,1,-1,-1,20,0
11969,43,31,14.333333333299999,0,0,5984.5,1,1,60,0,250.6475060573,0.0,6,0,0,946,-1,20,0
5845247,3180,1460,530.0,193,6,487103.91666666704,49,213,144,140,1.0264750147,1.1975541838,0,0,1,8192,255,20,0
4427455,216,36,36.0,97,97,402495.909090909,1,3,168,144,1.3551803463,1.3551803463,36,0,1,-1,-1,20,0
155,68,34,34.0,50,50,51.6666666667,3,4,64,64,12903.225806451599,12903.225806451599,34,0,1,-1,-1,32,0
30582,57,57,57.0,185,185,30582.0,30582,0,20,32,32.6989732522,32.6989732522,57,0,1,-1,-1,20,0
48471,176,44,44.0,78,78,9694.2,3,3,104,64,82.5235707949,41.2617853975,44,0,0,-1,-1,20,0
30944,39,39,39.0,117,117,30944.0,30944,0,20,20,32.316442606,32.316442606,39,0,1,-1,-1,20,0
48376,176,44,44.0,99,99,9675.2,3,3,80,40,82.6856292376,41.3428146188,44,0,0,-1,-1,20,0
30594,95,95,95.0,177,177,30594.0,30594,0,20,20,32.6861476106,32.6861476106,95,0,1,-1,-1,20,0
60988,48,48,48.0,88,88,60988.0,60988,0,32,32,16.396668197,16.396668197,48,0,1,-1,-1,32,0
353070,1425,851,285.0,580,0,32097.2727272727,0,115,112,152,14.16149772,19.826096808,0,0,1,8192,250,20,0
67274559,472,424,47.2,1388,0,3540766.26315789,105,137,212,284,0.1486446013,0.1486446013,0,0,1,8192,946,20,0
97056008,1114,517,31.8285714286,4344,0,1155428.66666667,1,28,1128,1608,0.3606165215,0.5151664593,0,0,1,29200,290,32,0
1031803,851,267,85.1,1448,0,54305.4210526316,4,219,328,328,9.6917725574,9.6917725574,0,0,1,29200,254,32,0
70531964,732,322,48.8,1460,0,2432136.68965517,4,67,320,312,0.21266953519999998,0.21266953519999998,0,0,1,29200,35,20,0
5898050,135,46,27.0,46,46,1179610.0,3,3,100,20,0.8477378116,0.1695475623,6,0,0,353,216,20,0
127732,49,31,12.25,0,0,42577.3333333333,3,3,80,0,31.3155669683,0.0,6,0,0,946,-1,20,0
115806548,749,333,37.45,1460,0,2631967.0,1,203,412,644,0.1727018061,0.2158772576,0,0,1,8192,33,20,0
89,12,6,6.0,0,0,89.0,89,89,40,0,22471.9101123596,0.0,6,0,0,256,-1,20,0
3,12,6,6.0,0,0,3.0,3,3,40,0,666666.666666667,0.0,6,0,0,351,-1,20,0
50426,43,43,43.0,121,121,50426.0,50426,0,32,32,19.8310395431,19.8310395431,43,0,1,-1,-1,32,0
61917155,5559,1640,292.5789473684,244,0,1821092.79411765,43,343,392,404,0.3068616444,0.2584098058,0,0,0,8192,156,20,0
670,408,68,68.0,62,62,60.9090909091,2,3,120,120,8955.223880597,8955.223880597,62,0,1,-1,-1,20,0
121882,232,58,58.0,264,264,24376.4,1,1,80,40,32.8186278532,16.4093139266,58,0,0,-1,-1,20,0
30250,47,47,47.0,63,63,30250.0,30250,0,40,32,33.0578512397,33.0578512397,47,0,1,-1,-1,40,0
60138,50,50,50.0,99,99,60138.0,60138,0,20,20,16.6284212977,16.6284212977,50,0,1,-1,-1,20,0
5390859,389,243,55.571428571400006,85,0,490078.090909091,3,3,152,112,1.2984943587,0.9274959705,0,0,0,8192,4392,20,0
9253037,321,309,80.25,2187,0,1321862.42857143,26,31,100,92,0.43229050090000004,0.43229050090000004,0,0,1,29200,31,20,0
12007922,8938,1788,638.4285714286,2227,2,353174.17647058796,3,211,292,424,1.1658969803,1.7488454705,0,0,1,8192,55480,20,0
23939,80,40,40.0,101,101,7979.666666666701,3,3,40,40,83.5456785998,83.5456785998,40,0,1,-1,-1,20,0
79112,128,32,32.0,48,48,15822.4,3,3,80,40,50.5612296491,25.2806148246,32,0,0,-1,-1,20,0
24278,70,35,35.0,226,226,8092.666666666701,4,4,40,40,82.379108658,82.379108658,35,0,1,-1,-1,20,0
30724,110,55,55.0,111,111,10241.3333333333,3,3,40,40,65.0956906653,65.0956906653,55,0,1,-1,-1,20,0
50040,52,52,52.0,116,116,50040.0,50040,0,40,40,19.9840127898,19.9840127898,52,0,1,-1,-1,40,0
3,37,31,18.5,0,0,3.0,3,3,40,0,666666.666666667,0.0,6,0,0,110,-1,20,0
30694,172,43,43.0,103,103,6138.8,3,3,104,64,130.318629048,65.159314524,43,0,0,-1,-1,20,0
1315140,2664,456,64.9756097561,976,0,15656.428571428602,1,3,1328,1424,31.175388171599998,33.4565141354,0,0,1,29200,243,32,0
5710123,414,227,46.0,1460,0,380674.8666666671,3,3,192,152,1.5761481844999998,1.2258930324,0,0,0,8192,31,20,0
179,58,29,29.0,93,93,59.6666666667,3,3,64,64,11173.184357541899,11173.184357541899,29,0,1,-1,-1,32,0
235,94,47,47.0,115,115,78.3333333333,1,1,64,64,8510.6382978724,8510.6382978724,47,0,1,-1,-1,32,0
384,51,51,51.0,111,111,384.0,384,0,20,20,2604.1666666667,2604.1666666667,51,0,1,-1,-1,20,0
155821,148,37,37.0,94,94,22260.1428571429,1,3,104,80,25.6704808723,25.6704808723,37,0,1,-1,-1,20,0
31106,78,39,39.0,99,99,10368.6666666667,3,4,40,40,64.29627724550001,64.29627724550001,39,0,1,-1,-1,20,0
87641,529,523,176.3333333333,618,0,21910.25,117,257,72,52,34.2305541927,22.8203694618,0,0,0,8192,123,20,0
5776904,12,6,4.0,0,0,1925634.66666667,82,23158,72,32,0.5193093047999999,0.1731031016,0,0,0,8192,29200,20,0
5690215,12,6,4.0,0,0,1896738.33333333,110,32257,72,32,0.5272208519,0.175740284,0,0,0,8192,26580,20,0
905,12,6,6.0,0,0,905.0,905,905,40,0,2209.9447513812,0.0,6,0,0,52,-1,20,0
14236858,3892,1969,556.0,2415,0,889803.625,1,1634,152,212,0.49168152130000004,0.7024021733,0,0,1,8192,75,20,0
2315,0,0,0.0,0,0,2315.0,2315,2315,64,0,863.9308855291997,0.0,0,0,0,357,-1,32,0
31059,40,40,40.0,56,56,31059.0,31059,0,20,20,32.1967867607,32.1967867607,40,0,1,-1,-1,20,0
267,12,6,6.0,0,0,267.0,267,267,40,0,7490.6367041199,0.0,6,0,0,31425,-1,20,0
110833561,650,286,40.625,384,0,3694452.03333333,118,651,332,432,0.1443606057,0.1353380679,0,0,0,8192,980,20,0
30297,51,51,51.0,112,112,30297.0,30297,0,32,20,33.006568307100004,33.006568307100004,51,0,1,-1,-1,32,0
30820,43,43,43.0,139,139,30820.0,30820,0,20,20,32.4464633355,32.4464633355,43,0,1,-1,-1,20,0
5543660,12,6,6.0,0,0,2771830.0,36378,5543660,40,32,0.360772486,0.180386243,0,0,0,255,444,20,0
119996855,1446,532,45.1875,3011,0,1621579.12162162,0,1,652,872,0.2666736557,0.3583427249,0,0,1,8192,66,20,0
3,12,6,6.0,0,0,3.0,3,3,40,0,666666.666666667,0.0,6,0,0,360,-1,20,0
