Geographic Area,City,percent_completed_hs
NV,Panaca CDP,95.7
NV,Paradise CDP,84
NV,Paradise Valley CDP,100
NV,Pioche CDP,77.1
NV,Preston CDP,100
NV,Rachel CDP,100
NV,Reno city,85.7
NV,Round Hill Village CDP,96
NV,Ruhenstroth CDP,92.8
NV,Ruth CDP,94.4
NV,Sandy Valley CDP,83.7
NV,Schurz CDP,81.6
NV,Searchlight CDP,74.7
NV,Silver City CDP,79.4
NV,Silver Peak CDP,100
NV,Silver Springs CDP,81.4
NV,Skyland CDP,100
NV,Smith Valley CDP,93.5
NV,Spanish Springs CDP,92.4
NV,Sparks city,85.5
NV,Spring Creek CDP,92.9
NV,Spring Valley CDP,87.5
NV,Stagecoach CDP,77.9
NV,Stateline CDP,76.5
NV,Summerlin South CDP,95.2
NV,Sunrise Manor CDP,72
NV,Sun Valley CDP,72.9
NV,Sutcliffe CDP,91
NV,Tonopah CDP,88.1
NV,Topaz Lake CDP,94.8
NV,Topaz Ranch Estates CDP,89.3
NV,Unionville CDP,100
NV,Ursine CDP,84.3
NV,Valmy CDP,100
NV,Verdi CDP,91.5
NV,Virginia City CDP,99.4
NV,Wadsworth CDP,87.5
NV,Walker Lake CDP,95.6
NV,Washoe Valley CDP,97.4
NV,Wells city,81.5
NV,West Wendover city,58.9
NV,Whitney CDP,81
NV,Winchester CDP,76.5
NV,Winnemucca city,85.1
NV,Yerington city,72.9
NV,Zephyr Cove CDP,92.9
NH,Alton CDP,90.9
NH,Amherst CDP,97.2
NH,Antrim CDP,90.9
NH,Ashland CDP,94.9
NH,Bartlett CDP,100
NH,Belmont CDP,75.3
NH,Bennington CDP,97.7
NH,Berlin city,83.9
NH,Bethlehem CDP,86.2
NH,Blodgett Landing CDP,94.9
NH,Bradford CDP,92.3
NH,Bristol CDP,88.1
NH,Canaan CDP,98.4
NH,Center Ossipee CDP,71.7
NH,Center Sandwich CDP,96.3
NH,Charlestown CDP,94.4
NH,Claremont city,87.2
NH,Colebrook CDP,87.8
NH,Concord city,92.6
NH,Contoocook CDP,96.7
NH,Conway CDP,90.5
NH,Derry CDP,94.4
NH,Dover city,91.9
NH,Durham CDP,99.6
NH,East Merrimack CDP,95.2
NH,Enfield CDP,97.5
NH,Epping CDP,80.8
NH,Exeter CDP,94.5
NH,Farmington CDP,86.9
NH,Franklin city,87.6
NH,Goffstown CDP,92.9
NH,Gorham CDP,92
NH,Greenville CDP,92.9
NH,Groveton CDP,81.4
NH,Hampton CDP,96.6
NH,Hampton Beach CDP,95.5
NH,Hancock CDP,100
NH,Hanover CDP,97.6
NH,Henniker CDP,96.2
NH,Hillsborough CDP,70.5
NH,Hinsdale CDP,90.6
NH,Hooksett CDP,95.1
NH,Hudson CDP,88.1
NH,Jaffrey CDP,83
NH,Keene city,93.3
NH,Laconia city,88.8
NH,Lancaster CDP,89
NH,Lebanon city,93.3
NH,Lincoln CDP,87.4
NH,Lisbon CDP,87.8
NH,Littleton CDP,86.4
NH,Londonderry CDP,94.7
NH,Loudon CDP,100
NH,Manchester city,87.4
NH,Marlborough CDP,90.5
NH,Melvin Village CDP,100
NH,Meredith CDP,92.1
NH,Milford CDP,94.2
NH,Milton CDP,81.1
NH,Milton Mills CDP,88.3
NH,Mountain Lakes CDP,93.5
NH,Nashua city,89.9
NH,Newfields CDP,95
NH,New Hampton CDP,92.7
NH,New London CDP,89
NH,Newmarket CDP,91.9
NH,Newport CDP,88.1
NH,North Conway CDP,97.1
NH,North Haverhill CDP,79.8
NH,North Walpole CDP,95.2
NH,North Woodstock CDP,98.3
NH,Peterborough CDP,97.6
NH,Pinardville CDP,85.4
NH,Pittsfield CDP,82.5
NH,Plainfield CDP,94.5
NH,Plymouth CDP,97.4
NH,Portsmouth city,95.8
NH,Raymond CDP,91.7
NH,Rochester city,88.3
NH,Sanbornville CDP,86.1
NH,Seabrook Beach CDP,94.8
NH,Somersworth city,91.6
NH,South Hooksett CDP,93.3
NH,Suissevale CDP,67.7
NH,Suncook CDP,90.3
NH,Tilton Northfield CDP,86.4
NH,Troy CDP,88.8
NH,Union CDP,93.2
NH,Walpole CDP,100
NH,Warner CDP,95
NH,West Stewartstown CDP,77.7
NH,West Swanzey CDP,88.9
NH,Whitefield CDP,83
NH,Wilton CDP,90.8
NH,Winchester CDP,85.6
NH,Wolfeboro CDP,95.4
NH,Woodsville CDP,83.7
NJ,Absecon city,87.5
NJ,Allamuchy CDP,100
NJ,Allendale borough,97.2
NJ,Allenhurst borough,97.7
NJ,Allentown borough,92.8
NJ,Allenwood CDP,97.6
NJ,Alloway CDP,97.2
NJ,Alpha borough,90.4
NJ,Alpine borough,95.8
NJ,Anderson CDP,100
NJ,Andover borough,91.3
NJ,Annandale CDP,96.5
NJ,Asbury CDP,76
NJ,Asbury Park city,82
NJ,Ashland CDP,95.4
NJ,Atlantic City city,69.6
NJ,Atlantic Highlands borough,96.7
NJ,Audubon borough,93.7
NJ,Audubon Park borough,84.2
NJ,Avalon borough,97.7
NJ,Avenel CDP,92.4
NJ,Avon-by-the-Sea borough,98.5
NJ,Barclay CDP,98.2
NJ,Barnegat CDP,87.2
NJ,Barnegat Light borough,99.2
NJ,Barrington borough,91.5
NJ,Bay Head borough,99.2
NJ,Bayonne city,87.3
NJ,Beach Haven borough,98
NJ,Beach Haven West CDP,89.9
NJ,Beachwood borough,92.8
NJ,Beattystown CDP,93
NJ,Beckett CDP,94.2
NJ,Belford CDP,92.9
NJ,Belle Mead CDP,100
NJ,Belleplain CDP,83.1
NJ,Bellmawr borough,89
NJ,Belmar borough,91.7
NJ,Belvidere town,91.2
NJ,Bergenfield borough,89.3
NJ,Berlin borough,89.1
NJ,Bernardsville borough,99
NJ,Beverly city,89.5
NJ,Blackwells Mills CDP,100
NJ,Blackwood CDP,90.4
NJ,Blairstown CDP,81.5
NJ,Blawenburg CDP,100
NJ,Bloomingdale borough,92.4
NJ,Bloomsbury borough,91.5
NJ,Bogota borough,88.7
NJ,Boonton town,91.7
NJ,Bordentown city,95.8
NJ,Bound Brook borough,84.8
NJ,Bradley Beach borough,88
NJ,Bradley Gardens CDP,94.8
NJ,Brainards CDP,94.4
NJ,Branchville borough,88.1
NJ,Brass Castle CDP,94.5
NJ,Bridgeton city,61.5
NJ,Bridgeville CDP,100
NJ,Brielle borough,96.8
NJ,Brigantine city,90.7
NJ,Broadway CDP,100
NJ,Brookdale CDP,95.6
NJ,Brookfield CDP,90.1
NJ,Brooklawn borough,86
NJ,Browns Mills CDP,84.8
NJ,Brownville CDP,95.1
NJ,Budd Lake CDP,95.7
NJ,Buena borough,77.8
NJ,Burleigh CDP,95.5
NJ,Burlington city,89.8
NJ,Butler borough,92.4
NJ,Buttzville CDP,100
NJ,Byram Center CDP,64.3
NJ,Caldwell borough,92.6
NJ,Califon borough,98.1
NJ,Camden city,67.6
NJ,Cape May city,91.3
NJ,Cape May Court House CDP,88.8
NJ,Cape May Point borough,99.6
NJ,Carlstadt borough,88.7
NJ,Carneys Point CDP,82.9
NJ,Carteret borough,84.3
NJ,Cedar Glen Lakes CDP,87.4
NJ,Cedar Glen West CDP,83.7
NJ,Cedarville CDP,88.1
NJ,Chatham borough,97.1
NJ,Cherry Hill Mall CDP,91.3
NJ,Chesilhurst borough,80.9
NJ,Chester borough,94.5
NJ,Clayton borough,86.9
NJ,Clearbrook Park CDP,93.4
NJ,Clementon borough,89.8
NJ,Cliffside Park borough,87.9
NJ,Cliffwood Beach CDP,92.3
NJ,Clifton city,87.5
NJ,Clinton town,91.7
NJ,Closter borough,95.6
NJ,Clyde CDP,64.8
NJ,Collings Lakes CDP,82.7
NJ,Collingswood borough,93.3
NJ,Colonia CDP,92.9
NJ,Columbia CDP,97.1
NJ,Concordia CDP,89.6
NJ,Corbin City city,93.1
NJ,Country Lake Estates CDP,87.1
NJ,Cranbury CDP,94.8
NJ,Crandon Lakes CDP,95
NJ,Cresskill borough,93.9
NJ,Crestwood Village CDP,86.3
NJ,Dayton CDP,96.5
NJ,Deal borough,85.7
NJ,Delaware CDP,100
NJ,Delaware Park CDP,88.3
NJ,Demarest borough,97.7
NJ,Diamond Beach CDP,100
NJ,Dover town,71.2
NJ,Dover Beaches North CDP,96.6
NJ,Dover Beaches South CDP,90.7
NJ,Dumont borough,92.5
NJ,Dunellen borough,88.3
NJ,East Franklin CDP,85.9
NJ,East Freehold CDP,96.4
NJ,East Millstone CDP,100
NJ,East Newark borough,79
NJ,East Orange city,85.4
NJ,East Rocky Hill CDP,100
NJ,East Rutherford borough,92.9
NJ,Eatontown borough,91.4
NJ,Echelon CDP,90.3
NJ,Edgewater borough,94.8
NJ,Egg Harbor City city,80
NJ,Elizabeth city,72.8
NJ,Ellisburg CDP,89.4
NJ,Elmer borough,93.3
NJ,Elmwood Park borough,87.7
NJ,Elwood CDP,69
NJ,Emerson borough,91.8
NJ,Englewood city,88.8
NJ,Englewood Cliffs borough,92.1
NJ,Englishtown borough,92.1
NJ,Erma CDP,89.4
NJ,Essex Fells borough,99.6
NJ,Estell Manor city,91.9
NJ,Fair Haven borough,98.5
NJ,Fair Lawn borough,92
NJ,Fairton CDP,83.9
NJ,Fairview borough,75.6
NJ,Fairview CDP,96.2
NJ,Fanwood borough,98.8
NJ,Far Hills borough,95
NJ,Farmingdale borough,95.8
NJ,Fieldsboro borough,89.5
NJ,Finderne CDP,95.3
NJ,Finesville CDP,100
NJ,Flemington borough,74.7
NJ,Florence CDP,89.1
NJ,Florham Park borough,96
NJ,Folsom borough,87.1
NJ,Fords CDP,89.6
NJ,Forked River CDP,91.9
NJ,Fort Dix CDP,86.8
NJ,Fort Lee borough,92.7
NJ,Franklin borough,91.6
NJ,Franklin Center CDP,96.4
NJ,Franklin Lakes borough,96.7
NJ,Franklin Park CDP,93.8
NJ,Freehold borough,76.1
NJ,Frenchtown borough,95.2
NJ,Garfield city,83.7
NJ,Garwood borough,92.8
NJ,Gibbsboro borough,93.5
NJ,Gibbstown CDP,89.7
NJ,Glassboro borough,92.2
NJ,Glendora CDP,85.3
NJ,Glen Gardner borough,93.8
NJ,Glen Ridge borough,97.9
NJ,Glen Rock borough,97.7
NJ,Gloucester City city,85.1
NJ,Golden Triangle CDP,88.5
NJ,Great Meadows CDP,91.2
NJ,Green Knoll CDP,93.8
NJ,Greentree CDP,97.5
NJ,Greenwich CDP,98.5
NJ,Griggstown CDP,92.5
NJ,Groveville CDP,94.9
NJ,Guttenberg town,79.3
NJ,Hackensack city,86.6
NJ,Hackettstown town,86.5
NJ,Haddonfield borough,98.7
NJ,Haddon Heights borough,94.9
NJ,Hainesburg CDP,100
NJ,Haledon borough,83.5
NJ,Hamburg borough,92.3
NJ,Hamilton Square CDP,94.4
NJ,Hammonton town,84.7
NJ,Hampton borough,93.5
NJ,Hancocks Bridge CDP,86.2
NJ,Harlingen CDP,100
NJ,Harmony CDP,92
NJ,Harrington Park borough,96.5
NJ,Harrison town,77.9
NJ,Harvey Cedars borough,97.8
NJ,Hasbrouck Heights borough,94.4
NJ,Haworth borough,97.8
NJ,Hawthorne borough,92.2
NJ,Heathcote CDP,96.5
NJ,Helmetta borough,92.9
NJ,High Bridge borough,94.9
NJ,Highland Lakes CDP,90.7
NJ,Highland Park borough,95.6
NJ,Highlands borough,93.6
NJ,Hightstown borough,83.6
NJ,Hillsdale borough,94.2
NJ,Hi-Nella borough,90.7
NJ,Hoboken city,94
NJ,Ho-Ho-Kus borough,96.8
NJ,Holiday City-Berkeley CDP,82.4
NJ,Holiday City South CDP,85.3
NJ,Holiday Heights CDP,79
NJ,Hopatcong borough,94.1
NJ,Hope CDP,86.7
NJ,Hopewell borough,98
NJ,Hutchinson CDP,100
NJ,Interlaken borough,97.5
NJ,Iselin CDP,89.4
NJ,Island Heights borough,97.3
NJ,Jamesburg borough,87.6
NJ,Jersey City city,85.5
NJ,Johnsonburg CDP,71.2
NJ,Juliustown CDP,85.8
NJ,Keansburg borough,85
NJ,Kearny town,83.3
NJ,Kendall Park CDP,92.2
NJ,Kenilworth borough,86.3
NJ,Kenvil CDP,89.5
NJ,Keyport borough,85.5
NJ,Kingston CDP,93.9
NJ,Kingston Estates CDP,94.7
NJ,Kinnelon borough,97.2
NJ,Lake Como borough,90.6
NJ,Lakehurst borough,88.6
NJ,Lake Mohawk CDP,97.4
NJ,Lake Telemark CDP,97.8
NJ,Lakewood CDP,79.9
NJ,Lambertville city,92.9
NJ,Laurel Lake CDP,73.9
NJ,Laurel Springs borough,95.4
NJ,Laurence Harbor CDP,94.3
NJ,Lavallette borough,93.6
NJ,Lawnside borough,90.7
NJ,Lawrenceville CDP,98.6
NJ,Lebanon borough,97.2
NJ,Leisure Knoll CDP,89.2
NJ,Leisuretowne CDP,83.8
NJ,Leisure Village CDP,83.3
NJ,Leisure Village East CDP,92.1
NJ,Leisure Village West CDP,87.7
NJ,Leonardo CDP,94.8
NJ,Leonia borough,93.2
NJ,Lincoln Park borough,93.7
NJ,Lincroft CDP,95.8
NJ,Linden city,84.4
NJ,Lindenwold borough,82.5
NJ,Linwood city,94.5
NJ,Little Ferry borough,90.3
NJ,Little Silver borough,100
NJ,Loch Arbour village,98.5
NJ,Lodi borough,83.2
NJ,Long Branch city,84.1
NJ,Longport borough,96
NJ,Long Valley CDP,87.8
NJ,Lopatcong Overlook CDP,95.2
NJ,McGuire AFB CDP,97.4
NJ,Madison borough,95.5
NJ,Madison Park CDP,89.4
NJ,Magnolia borough,92.9
NJ,Manahawkin CDP,85.3
NJ,Manasquan borough,97.7
NJ,Mantoloking borough,97.4
NJ,Manville borough,88.7
NJ,Margate City city,95.1
NJ,Marksboro CDP,80.4
NJ,Marlton CDP,93.2
NJ,Martinsville CDP,96.4
NJ,Matawan borough,94.2
NJ,Mays Landing CDP,91.9
NJ,Maywood borough,93.2
NJ,Medford Lakes borough,98
NJ,Mendham borough,98.8
NJ,Mercerville CDP,90.9
NJ,Merchantville borough,88.2
NJ,Metuchen borough,95
NJ,Middlebush CDP,96.9
NJ,Middlesex borough,90.8
NJ,Midland Park borough,95.8
NJ,Milford borough,95.2
NJ,Millstone borough,93.5
NJ,Milltown borough,96.6
NJ,Millville city,86.7
NJ,Monmouth Beach borough,99.1
NJ,Monmouth Junction CDP,93.3
NJ,Montvale borough,95.6
NJ,Moonachie borough,81.4
NJ,Moorestown-Lenola CDP,96.3
NJ,Morganville CDP,95.9
NJ,Morris Plains borough,96.3
NJ,Morristown town,85.1
NJ,Mountain Lake CDP,93.7
NJ,Mountain Lakes borough,98.1
NJ,Mountainside borough,95.4
NJ,Mount Arlington borough,96.3
NJ,Mount Ephraim borough,89.4
NJ,Mount Hermon CDP,96
NJ,Mullica Hill CDP,90.7
NJ,Mystic Island CDP,89.4
NJ,National Park borough,90
NJ,Navesink CDP,98.1
NJ,Neptune City borough,93.5
NJ,Netcong borough,89.5
NJ,Newark city,72.3
NJ,New Brunswick city,61.6
NJ,New Egypt CDP,91.1
NJ,Newfield borough,92.9
NJ,New Milford borough,91.3
NJ,New Providence borough,95.7
NJ,Newton town,84.9
NJ,New Village CDP,94.8
NJ,North Arlington borough,90
NJ,North Beach Haven CDP,96.5
NJ,North Caldwell borough,96.5
NJ,North Cape May CDP,90.3
NJ,Northfield city,91.1
NJ,North Haledon borough,93.9
NJ,North Middletown CDP,92.4
NJ,North Plainfield borough,84.4
NJ,Northvale borough,89.9
NJ,North Wildwood city,87.7
NJ,Norwood borough,93.4
NJ,Oakhurst CDP,93.3
NJ,Oakland borough,94.5
NJ,Oaklyn borough,93.7
NJ,Oak Valley CDP,91.6
NJ,Ocean Acres CDP,95.5
NJ,Ocean City city,94.7
NJ,Ocean Gate borough,92.6
NJ,Ocean Grove CDP,96.8
NJ,Oceanport borough,94.4
NJ,Ogdensburg borough,94.7
NJ,Old Bridge CDP,92
NJ,Old Tappan borough,94
NJ,Olivet CDP,99.1
NJ,Oradell borough,95.6
NJ,Oxford CDP,84
NJ,Palisades Park borough,86.1
NJ,Palmyra borough,91.3
NJ,Panther Valley CDP,98.7
NJ,Paramus borough,93.1
NJ,Park Ridge borough,94.2
NJ,Passaic city,65.7
NJ,Paterson city,71.4
NJ,Paulsboro borough,88.5
NJ,Peapack and Gladstone borough,93
NJ,Pedricktown CDP,93.2
NJ,Pemberton borough,89.5
NJ,Pemberton Heights CDP,91.1
NJ,Pennington borough,95.9
NJ,Penns Grove borough,66.8
NJ,Pennsville CDP,90.2
NJ,Perth Amboy city,67.9
NJ,Phillipsburg town,78.2
NJ,Pine Beach borough,96.4
NJ,Pine Hill borough,88.5
NJ,Pine Lake Park CDP,90.7
NJ,Pine Ridge at Crestwood CDP,83.5
NJ,Pine Valley borough,100
NJ,Pitman borough,93.7
NJ,Plainfield city,72.1
NJ,Plainsboro Center CDP,98.6
NJ,Pleasant Plains CDP,98.2
NJ,Pleasantville city,70.1
NJ,Point Pleasant borough,94.8
NJ,Point Pleasant Beach borough,94.4
NJ,Pomona CDP,80.4
NJ,Pompton Lakes borough,94.6
NJ,Port Colden CDP,88.2
NJ,Port Monmouth CDP,90.9
NJ,Port Murray CDP,100
NJ,Port Norris CDP,74.7
NJ,Port Reading CDP,89.6
NJ,Port Republic city,89.3
NJ,Presidential Lakes Estates CDP,92.4
NJ,Princeton,96.6
NJ,Princeton Junction CDP,93.1
NJ,Princeton Meadows CDP,94.9
NJ,Prospect Park borough,85.7
NJ,Quinton CDP,89.9
NJ,Rahway city,90
NJ,Ramblewood CDP,94.4
NJ,Ramsey borough,98
NJ,Ramtown CDP,97.5
NJ,Raritan borough,95.2
NJ,Red Bank borough,78.8
NJ,Richwood CDP,98.1
NJ,Ridgefield borough,90.2
NJ,Ridgefield Park village,91
NJ,Ridgewood village,97.6
NJ,Ringwood borough,92.3
NJ,Rio Grande CDP,83.6
NJ,Riverdale borough,94.1
NJ,River Edge borough,93.1
NJ,Riverton borough,96.1
NJ,Robbinsville CDP,94.3
NJ,Robertsville CDP,96.4
NJ,Rockaway borough,92.3
NJ,Rockleigh borough,83.4
NJ,Rocky Hill borough,95.7
NJ,Roebling CDP,93.1
NJ,Roosevelt borough,97.6
NJ,Roseland borough,95.9
NJ,Roselle borough,87
NJ,Roselle Park borough,91.6
NJ,Rosenhayn CDP,79.2
NJ,Ross Corner CDP,-
NJ,Rossmoor CDP,83.4
NJ,Rumson borough,98.5
NJ,Runnemede borough,88.6
NJ,Rutherford borough,94.6
NJ,Saddle River borough,97.1
NJ,Salem city,76.3
NJ,Sayreville borough,90.8
NJ,Sea Bright borough,98.7
NJ,Seabrook Farms CDP,62.3
NJ,Sea Girt borough,99.2
NJ,Sea Isle City city,96.5
NJ,Seaside Heights borough,79.3
NJ,Seaside Park borough,97.7
NJ,Secaucus town,87.1
NJ,Sewaren CDP,93.5
NJ,Shark River Hills CDP,95.9
NJ,Shiloh borough,87.1
NJ,Ship Bottom borough,96.8
NJ,Short Hills CDP,99
NJ,Shrewsbury borough,97.4
NJ,Silver Lake CDP (Essex County),81.8
NJ,Silver Lake CDP (Warren County),98.1
NJ,Silver Ridge CDP,86.4
NJ,Singac CDP,89
NJ,Six Mile Run CDP,94.4
NJ,Skillman CDP,100
NJ,Smithville CDP,94.3
NJ,Society Hill CDP,93.8
NJ,Somerdale borough,91.8
NJ,Somerset CDP,94.1
NJ,Somers Point city,88.6
NJ,Somerville borough,91.5
NJ,South Amboy city,88.6
NJ,South Bound Brook borough,94.9
NJ,South Plainfield borough,87.3
NJ,South River borough,80.2
NJ,South Toms River borough,80.4
NJ,Spotswood borough,93.9
NJ,Springdale CDP,95.8
NJ,Spring Lake borough,98.7
NJ,Spring Lake Heights borough,97
NJ,Stanhope borough,94.2
NJ,Stewartsville CDP,95.2
NJ,Stockton borough,97.4
NJ,Stone Harbor borough,97.6
NJ,Stratford borough,89.3
NJ,Strathmere CDP,100
NJ,Strathmore CDP,95.5
NJ,Succasunna CDP,95.1
NJ,Summit city,94.3
NJ,Surf City borough,94.9
NJ,Sussex borough,83.6
NJ,Swedesboro borough,86.5
NJ,Tavistock borough,100
NJ,Tenafly borough,97
NJ,Ten Mile Run CDP,98.3
NJ,Teterboro borough,82.9
NJ,Tinton Falls borough,95.3
NJ,Toms River CDP,91.9
NJ,Totowa borough,85.2
NJ,Trenton city,71
NJ,Tuckerton borough,86.2
NJ,Turnersville CDP,97.8
NJ,Twin Rivers CDP,86.9
NJ,Union Beach borough,86.4
NJ,Union City city,67.4
NJ,Upper Montclair CDP,98.2
NJ,Upper Pohatcong CDP,89.7
NJ,Upper Saddle River borough,97.9
NJ,Upper Stewartsville CDP,86.6
NJ,Ventnor City city,88
NJ,Vernon Center CDP,92.6
NJ,Vernon Valley CDP,96.2
NJ,Victory Gardens borough,82.3
NJ,Victory Lakes CDP,88.1
NJ,Vienna CDP,100
NJ,Villas CDP,82
NJ,Vineland city,76.4
NJ,Vista Center CDP,95.8
NJ,Voorhees CDP,87.9
NJ,Waldwick borough,96.3
NJ,Wallington borough,90.8
NJ,Wanamassa CDP,94.2
NJ,Wanaque borough,90.3
NJ,Waretown CDP,93.6
NJ,Washington borough,90.9
NJ,Watchung borough,93.9
NJ,Wenonah borough,97.6
NJ,West Belmar CDP,93.7
NJ,West Cape May borough,92.3
NJ,Westfield town,96.8
NJ,West Freehold CDP,96.6
NJ,West Long Branch borough,93.3
NJ,West New York town,73
NJ,Weston CDP,96.3
NJ,Westville borough,92
NJ,West Wildwood borough,86.1
NJ,Westwood borough,94.7
NJ,Wharton borough,82.5
NJ,White Horse CDP,92.6
NJ,White House Station CDP,87.9
NJ,White Meadow Lake CDP,97.7
NJ,Whitesboro CDP,75.9
NJ,Whittingham CDP,98.1
NJ,Wildwood city,79.7
NJ,Wildwood Crest borough,95
NJ,Williamstown CDP,88.6
NJ,Woodbine borough,61.3
NJ,Woodbridge CDP,89.5
NJ,Woodbury city,87
NJ,Woodbury Heights borough,91.7
NJ,Woodcliff Lake borough,96.4
NJ,Woodland Park borough,88.7
NJ,Woodlynne borough,74.7
NJ,Wood-Ridge borough,93.1
NJ,Woodstown borough,93.9
NJ,Wrightstown borough,75.7
NJ,Yardville CDP,94.4
NJ,Yorketown CDP,96.6
NJ,Zarephath CDP,-
NM,Abeytas CDP,100
NM,Abiquiu CDP,100
NM,Acomita Lake CDP,84
NM,Adelino CDP,80.6
NM,Agua Fria CDP,77.1
NM,Alamillo CDP,100
NM,Alamo CDP,56.2
NM,Alamogordo city,88.8
NM,Albuquerque city,89
NM,Alcalde CDP,91.7
NM,Algodones CDP,84.9
NM,Angel Fire village,96
NM,Animas CDP,91.1
NM,Anthony city,58.6
NM,Anton Chico CDP,82.1
NM,Anzac Village CDP,100
NM,Apache Creek CDP,100
NM,Aragon CDP,100
NM,Arenas Valley CDP,90.2
NM,Arrey CDP,42.6
NM,Arroyo Hondo CDP,96.5
NM,Arroyo Seco CDP,89.3
NM,Artesia city,81.8
NM,Atoka CDP,65.2
NM,Aztec city,82.8
NM,Bayard city,75.4
NM,Beclabito CDP,80.1
NM,Belen city,76.6
NM,Bent CDP,81.3
NM,Berino CDP,29
NM,Bernalillo town,80.1
NM,Bibo CDP,84.1
NM,Black Rock CDP,84.5
NM,Blanco CDP,89.7
NM,Bloomfield city,79.4
NM,Bluewater Acres CDP,79.9
NM,Bluewater Village CDP,100
NM,Boles Acres CDP,89.7
NM,Bosque Farms village,89.7
NM,Brazos CDP,100
NM,Brimhall Nizhoni CDP,75.2
NM,Buckhorn CDP,87.5
NM,Caballo CDP,100
NM,Ca_ada de los Alamos CDP,100
NM,Canjilon CDP,82.4
NM,Cannon AFB CDP,98.9
NM,Ca_on CDP,100
NM,Ca_ones CDP,35
NM,Canova CDP,-
NM,Capitan village,89.9
NM,Capulin CDP,83.6
NM,Carlsbad city,85.6
NM,Carnuel CDP,77.2
NM,Carrizozo town,83.9
NM,Casa Colorada CDP,74.1
NM,Causey village,86.4
NM,Cedar Crest CDP,90.1
NM,Cedar Grove CDP,97.3
NM,Cedar Hill CDP,91.2
NM,Cedro CDP,100
NM,Chama village,85.2
NM,Chamberino CDP,65.8
NM,Chamisal CDP,78.8
NM,Chamita CDP,61.9
NM,Chamizal CDP,50
NM,Chaparral CDP,58.2
NM,Chical CDP,82
NM,Chili CDP,92.3
NM,Chilili CDP,50
NM,Chimayo CDP,86.4
NM,Chupadero CDP,94.3
NM,Church Rock CDP,77
NM,Cimarron village,83.1
NM,City of the Sun CDP,100
NM,Clayton town,74.8
NM,Cliff CDP,100
NM,Cloudcroft village,92.9
NM,Clovis city,81.8
NM,Cobre CDP,100
NM,Cochiti CDP,95.5
NM,Cochiti Lake CDP,95.7
NM,Columbus village,39.1
NM,Conchas Dam CDP,100
NM,Cordova CDP,66.2
NM,Corona village,94.4
NM,Corrales village,94.3
NM,Costilla CDP,45
NM,Cotton City CDP,50
NM,Coyote CDP,94.8
NM,Crownpoint CDP,82.5
NM,Cruzville CDP,89.6
NM,Crystal CDP,88.1
NM,Cuartelez CDP,93.2
NM,Cuba village,81.4
NM,Cubero CDP,78.8
NM,Cundiyo CDP,27.3
NM,Cuyamungue CDP,86.1
NM,Cuyamungue Grant CDP,76.3
NM,Datil CDP,100
NM,Deming city,66.3
NM,Des Moines village,88.1
NM,Dexter town,61.6
NM,Dixon CDP,63.4
NM,Do_a Ana CDP,76.9
NM,Dora village,86.8
NM,Dulce CDP,87
NM,Duran CDP,100
NM,Eagle Nest village,100
NM,East Pecos CDP,100
NM,Edgewood town,97.2
NM,Edith Endave CDP,89.3
NM,El Cerro CDP,85.1
NM,El Cerro Mission CDP,60.7
NM,Eldorado at Santa Fe CDP,98.4
NM,El Duende CDP,65.5
NM,Elephant Butte city,87.3
NM,Elida town,67.7
NM,El Rancho CDP,88.9
NM,El Rito CDP,93
NM,El Valle de Arroyo Seco CDP,81.2
NM,Encinal CDP,93.7
NM,Encino village,91.7
NM,Ensenada CDP,100
NM,Escondida CDP,100
NM,Escudilla Bonita CDP,100
NM,Espa_ola city,77.6
NM,Estancia town,60.6
NM,Eunice city,69.8
NM,Fairacres CDP,80.5
NM,Farmington city,86.5
NM,Faywood CDP,31
NM,Fence Lake CDP,-
NM,Flora Vista CDP,78.2
NM,Floyd village,69.8
NM,Folsom village,100
NM,Fort Sumner village,83.9
NM,Galisteo CDP,100
NM,Gallina CDP,57.2
NM,Gallup city,79.9
NM,Garfield CDP,100
NM,Gila CDP,85.1
NM,Glen Acres CDP,67.2
NM,Glenwood CDP,-
NM,Glorieta CDP,75.1
NM,Golden CDP,100
NM,Grady village,68.3
NM,Grants city,79.5
NM,Grenville village,100
NM,Hachita CDP,77.2
NM,Hagerman town,73.6
NM,Hanover CDP,100
NM,Happy Valley CDP,66.7
NM,Hatch village,48.9
NM,Hernandez CDP,55.2
NM,Highland Meadows CDP,79.3
NM,High Rolls CDP,96.7
NM,Hillsboro CDP,73.6
NM,Hobbs city,72.7
NM,Holloman AFB CDP,99.2
NM,Homestead CDP,100
NM,Hope village,57.7
NM,Hot Springs Landing CDP,67.3
NM,House village,84.2
NM,Hurley town,87.7
NM,Indian Hills CDP,87.9
NM,Isleta Village Proper CDP,75.3
NM,Jacona CDP,89.3
NM,Jaconita CDP,91.3
NM,Jal city,72.6
NM,Jarales CDP,79.7
NM,Jemez Pueblo CDP,89.6
NM,Jemez Springs village,98.5
NM,Keeler Farm CDP,74.4
NM,Kingston CDP,0
NM,Kirtland CDP,89.1
NM,La Cienega CDP,86.5
NM,La Cueva CDP,100
NM,Laguna CDP,88.3
NM,La Hacienda CDP,61.3
NM,La Huerta CDP,98.2
NM,La Jara CDP,90.2
NM,La Joya CDP,-
NM,Lake Arthur town,63.3
NM,Lake Roberts CDP,-
NM,Lake Roberts Heights CDP,100
NM,Lake Sumner CDP,87.2
