Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
NC,Rosman town,93.2,0.2,1.9,0.2,10.4
NC,Rougemont CDP,78.8,16,0.4,0.2,4.1
NC,Rowland town,21,70.3,6.4,0,1.6
NC,Roxboro city,44.9,46.8,0.6,0.4,8.7
NC,Roxobel town,54.2,45.8,0,0,0.4
NC,Royal Pines CDP,91.9,4.4,0.2,1.2,1.8
NC,Ruffin CDP,82.9,13.9,1.1,0.3,1.6
NC,Rural Hall town,72.8,15.9,0.2,0.5,13.5
NC,Ruth town,87.5,6.6,0.7,0,2.5
NC,Rutherford College town,96.4,0.4,0,2.5,0.4
NC,Rutherfordton town,84.9,10.4,0.3,1.6,3
NC,St. Helena village,74.8,21.3,0.8,0,4.1
NC,St. James town,97.8,1,0.1,0.6,0.9
NC,St. Pauls town,53.7,19.1,5.8,0.2,25.1
NC,St. Stephens CDP,82.8,4.2,0.3,4.4,10.3
NC,Salem CDP,93.6,1.2,0.2,0.5,4.2
NC,Salemburg town,88.3,7.1,1.4,0.2,2.1
NC,Salisbury city,52.4,37.7,0.4,1.6,10.6
NC,Saluda city,95.7,2.7,0.3,0.3,2
NC,Salvo CDP,96.9,1.3,0,0.4,3.1
NC,Sandy Creek town,90,5,0.4,0.8,1.2
NC,Sandyfield town,15,81.2,1.3,0,1.8
NC,Sanford city,55.2,27.6,0.8,1.1,25.6
NC,Saratoga town,51.7,40.9,0.5,0,6.6
NC,Sawmills town,94.1,0.9,0.3,0.2,5.2
NC,Saxapahaw CDP,78.7,11.7,0.5,0.1,13.3
NC,Scotch Meadows CDP,88.4,6,2.1,2.2,1
NC,Scotland Neck town,30.8,68.3,0,0.1,1.6
NC,Seaboard town,23.6,74.5,0.2,0.2,0.2
NC,Sea Breeze CDP,88.2,8.2,0.6,1.1,1.6
NC,Seagrove town,93.9,2.6,0,0,1.3
NC,Sedalia town,20.9,76.1,0.3,0.2,1.8
NC,Selma town,38.8,37.2,0.5,0.2,34.8
NC,Seven Devils town,95.3,2.6,1,0.5,0.5
NC,Seven Lakes CDP,94.4,3,0.2,0.7,2
NC,Seven Springs town,81.8,8.2,0,0,21.8
NC,Severn town,68.5,31.2,0,0,1.4
NC,Shallotte town,85.2,9.3,0.6,1.3,4.8
NC,Shannon CDP,20.9,25.5,40.7,0,26.2
NC,Sharpsburg town,36.8,58.9,0.1,0.6,2.5
NC,Shelby city,54.7,41.3,0.4,0.8,3.1
NC,Siler City town,44,19.1,1.7,0.4,49.8
NC,Silver City CDP,4,89.8,1,0.1,2
NC,Silver Lake CDP,77.8,8.8,0.6,0.8,12.9
NC,Simpson village,60.6,37,0,0,2.6
NC,Sims town,71.3,16.3,0,0.4,8.9
NC,Skippers Corner CDP,71.5,20.5,1.5,0.4,10.4
NC,Smithfield town,56.9,27.2,0.5,0.8,19.3
NC,Sneads Ferry CDP,92.4,3.7,0.3,0.8,3.5
NC,Snow Hill town,38.2,52.9,0.2,1.1,8.7
NC,Southern Pines town,71.7,24,0.6,0.8,3.9
NC,Southern Shores town,97.8,0.3,0.1,0.6,1.5
NC,South Henderson CDP,33.9,49.9,0.2,0.3,18.2
NC,South Mills CDP,74.9,16.3,0.9,2.4,2.4
NC,Southmont CDP,92.5,4,0.4,0.4,1.8
NC,Southport city,82.2,15.4,0.1,0.1,2.9
NC,South Rosemary CDP,41.8,55.3,0.8,0.4,1.4
NC,South Weldon CDP,14.9,78.7,1.1,0.1,5.1
NC,Sparta town,85.5,2.7,1,1,14.7
NC,Speed town,33.8,66.3,0,0,0
NC,Spencer town,58.2,32.8,0.4,0.9,9.2
NC,Spencer Mountain town,73,0,0,0,24.3
NC,Spindale town,68.8,26.7,0.3,0.7,3.3
NC,Spivey's Corner CDP,65,22.1,0.8,0,12.8
NC,Spring Hope town,46.9,47,0.7,0.5,4.2
NC,Spring Lake town,47.2,36.3,1.1,3,15.4
NC,Spruce Pine town,92,0.4,0.7,0.8,7.6
NC,Staley town,80.2,8.1,1,0.8,9.4
NC,Stallings town,88.3,5.6,0.5,2.3,5.8
NC,Stanfield town,94,0.9,0.7,0.2,4.8
NC,Stanley town,87.6,9.7,0.4,0.4,1.6
NC,Stantonsburg town,51.8,45.4,0.3,0.1,5.6
NC,Star town,78.1,9.7,0.6,0.2,21.6
NC,Statesville city,54.8,34.5,0.3,1.9,10.9
NC,Stedman town,83.2,11.7,1.1,0.7,3.2
NC,Stem town,83.6,8.2,0.6,0.4,6.7
NC,Stokes CDP,79.5,18.6,0.3,0.3,0.3
NC,Stokesdale town,90.9,4.7,0.4,1.4,3.5
NC,Stoneville town,78.6,16.2,0.2,0.3,3.8
NC,Stonewall town,76.5,20.3,0,0.4,1.8
NC,Stony Point CDP,88.2,4.4,0.2,0.7,6.8
NC,Stovall town,54.5,41.4,0.2,0.2,3.8
NC,Sugar Mountain village,90.4,2,3,0,4
NC,Summerfield town,89.9,4.4,0.4,2.2,4.3
NC,Sunbury CDP,83,13.8,0.3,0.3,4.5
NC,Sunset Beach town,96.8,0.8,0.4,0.6,1.9
NC,Surf City town,95.8,0.9,0.2,1.2,3.1
NC,Swannanoa CDP,87.8,4.7,0.7,1.3,8.9
NC,Swan Quarter CDP,64.5,27.5,0,0,7.4
NC,Swansboro town,89.9,3.5,0.4,1.8,4.5
NC,Swepsonville town,90.8,4.8,0.1,0.8,4.4
NC,Sylva town,85.8,2.7,2.8,1.8,9
NC,Tabor City town,59.2,36.2,1.1,0.2,2.3
NC,Tarboro town,47.2,48.4,0.1,0.5,4.9
NC,Tar Heel town,91.5,0,1.7,0,5.1
NC,Taylorsville town,80.8,13,0.1,1.3,6.3
NC,Taylortown town,32,65,0.4,0.8,1
NC,Teachey town,44.9,41.5,0.3,3.5,18.4
NC,Thomasville city,68.3,19.6,0.7,1.1,14.4
NC,Toast CDP,89.9,3.2,0,0.3,11.1
NC,Tobaccoville village,92,6.2,0.5,0.3,2
NC,Topsail Beach town,96.5,1.6,0.5,0.3,0.5
NC,Trenton town,51.9,36.6,1,0,7
NC,Trent Woods town,96.1,1.9,0.2,0.6,1.4
NC,Trinity city,91.7,4.9,0.4,1.2,2.3
NC,Troutman town,73.3,21.6,0.3,0.9,4.8
NC,Troy town,58.9,31.8,0.7,1,10.3
NC,Tryon town,80,16.5,0.1,0.4,4.4
NC,Turkey town,55.1,26.7,0,1,19.9
NC,Tyro CDP,93.5,1.5,0.5,0.5,4.6
NC,Unionville town,94.9,1.7,0.2,0.6,3
NC,Valdese town,92.7,1.3,0.1,3.1,2.6
NC,Valle Crucis CDP,98.1,0,0,0.2,2.4
NC,Valley Hill CDP,91.7,2.2,0.1,0.9,7.1
NC,Vanceboro town,65.1,30,0.6,0,2.6
NC,Vandemere town,46.9,45.7,0.4,0.4,4.7
NC,Vander CDP,64,27.1,3.6,0.9,4.4
NC,Vann Crossroads CDP,82.7,6,1.8,0.3,8.3
NC,Varnamtown town,97.6,0.9,0,0,1.5
NC,Vass town,79.6,13.1,2.6,0,9.6
NC,Waco town,79.1,19.6,0,0,1.2
NC,Wade town,74.6,20.9,0.7,1.3,3.2
NC,Wadesboro town,35.6,60.7,0.2,1.4,1.8
NC,Wagram town,41,49.2,6.8,0.8,1
NC,Wake Forest town,77.3,15.3,0.4,2.9,5.6
NC,Wakulla CDP,12.4,1,86.7,0,3.8
NC,Walkertown town,76.9,17.5,0.3,0.6,5.6
NC,Wallace town,52,26,0.4,0.2,25.5
NC,Wallburg town,94.9,0.9,0.5,0.8,3.1
NC,Walnut Cove town,79.6,18.2,0.1,0.2,1.5
NC,Walnut Creek village,91.7,4.1,0.1,1.9,1.7
NC,Walstonburg town,67.1,30.1,0.5,0,4.6
NC,Wanchese CDP,95.9,0.2,0.2,0.2,4.4
NC,Warrenton town,54.6,40.8,0.8,0.2,3.4
NC,Warsaw town,33.5,53,0.4,0.3,16.9
NC,Washington city,49,45.5,0.2,0.5,5.5
NC,Washington Park town,96.7,2.7,0.4,0,1.1
NC,Watha town,84.7,7.9,0.5,0,7.4
NC,Waves CDP,94,0,0,0,4.5
NC,Waxhaw town,82.1,11.2,0.1,2,6.4
NC,Waynesville town,92.4,2.4,0.6,0.4,5.7
NC,Weaverville town,95.2,0.9,0,0.4,2.1
NC,Webster town,94.8,1.7,0.6,0,1.7
NC,Weddington town,91.2,3.9,0.2,2.6,3
NC,Welcome CDP,92.2,3.7,0.2,1.4,3.6
NC,Weldon town,25.4,70.7,0.3,0.4,1.1
NC,Wendell town,58.1,30.2,0.8,0.9,11.5
NC,Wentworth town,82.5,14.4,0.1,0.3,3.6
NC,Wesley Chapel village,90.7,4.6,0.2,1.5,5
NC,West Canton CDP,97.8,0.5,0.4,0.1,1.4
NC,West Jefferson town,92.9,0.8,0.2,1,7
NC,West Marion CDP,92.5,4.5,0.4,0.5,3.3
NC,Westport CDP,95.1,2.7,0.1,0.8,1.7
NC,Whispering Pines village,95.5,1.3,0.2,1,2.9
NC,Whitakers town,25.5,70.2,0.3,0.5,2
NC,White Lake town,86.8,5.2,0.5,0.4,8.7
NC,White Oak CDP,58.3,31.7,0.3,0,10.7
NC,White Plains CDP,94,1,0.8,0.5,4.2
NC,Whiteville city,53.2,41,1.3,0.8,3.3
NC,Whitsett town,91,6.8,0,0,2.9
NC,Wilkesboro town,81.5,8.9,0.2,3,7.3
NC,Williamston town,34.6,62.4,0.2,0.5,2.1
NC,Wilmington city,73.5,19.9,0.5,1.2,6.1
NC,Wilson city,42.9,47.9,0.3,1.2,9.4
NC,Wilson's Mills town,57,30.7,0.7,0.4,18.7
NC,Windsor town,32.8,62.6,0.7,2,1.1
NC,Winfall town,57.2,40.1,0.3,0.8,2
NC,Wingate town,60.6,28.8,0.4,0.9,12.4
NC,Winston-Salem city,51.2,34.7,0.4,2,14.7
NC,Winterville town,62.8,31.6,0.3,2.1,3.3
NC,Winton town,25.9,70.1,2.3,0,1.2
NC,Woodfin town,87.3,4.9,0.6,0.9,8.7
NC,Woodland town,49.2,47.2,0.7,0.5,1.1
NC,Woodlawn CDP,75,18.6,0.8,0.3,4.2
NC,Wrightsboro CDP,59.9,33.6,0.8,0.4,5.6
NC,Wrightsville Beach town,97.9,0.3,0.2,0.6,1.1
NC,Yadkinville town,74.1,7,0.1,0.3,23.7
NC,Yanceyville town,39.2,54.4,0.5,0.4,3.6
NC,Youngsville town,69.3,25.1,0.3,0.8,4.8
NC,Zebulon town,47.3,38.6,0.5,1,15.9
ND,Abercrombie city,98.5,0.4,0.8,0,0.4
ND,Adams city,95.3,0,0,0,8.7
ND,Alamo city,86,0,0,0,12.3
ND,Alexander city,91.5,1.8,4.9,0,4.9
ND,Alice city,100,0,0,0,0
ND,Almont city,100,0,0,0,0
ND,Alsen city,100,0,0,0,0
ND,Ambrose city,100,0,0,0,0
ND,Amenia city,92.6,0,3.2,0,0
ND,Amidon city,100,0,0,0,0
ND,Anamoose city,99.6,0,0.4,0,0
ND,Aneta city,96.8,0,0.9,0,0.9
ND,Antler city,96.3,0,3.7,0,3.7
ND,Ardoch city,91,0,0,0,44.8
ND,Argusville city,97.9,0.2,1.5,0,0
ND,Arnegard city,97.4,0,0.9,0,1.7
ND,Arthur city,98.5,0,0,0,0.6
ND,Ashley city,97.3,0.1,0.1,0.7,0.4
ND,Auburn CDP,100,0,0,0,6.3
ND,Ayr city,100,0,0,0,0
ND,Balfour city,96.2,0,3.8,0,3.8
ND,Balta city,100,0,0,0,0
ND,Bantry city,100,0,0,0,0
ND,Barney city,98.1,0,0,0,0
ND,Barton CDP,100,0,0,0,0
ND,Bathgate city,95.3,0,4.7,0,2.3
ND,Beach city,97.4,0.6,0.4,0.1,2.2
ND,Belcourt CDP,2.6,0.2,95.8,0.1,1.4
ND,Belfield city,97.3,0,0.9,0.9,1.9
ND,Benedict city,95.5,1.5,0,0,3
ND,Bergen city,100,0,0,0,0
ND,Berlin city,88.2,0,0,11.8,0
ND,Berthold city,98.7,0.2,0,0,1.8
ND,Beulah city,94.8,0.2,2.3,0.3,2.3
ND,Binford city,100,0,0,0,0.5
ND,Bisbee city,96,0,4,0,0.8
ND,Bismarck city,92.4,0.7,4.5,0.6,1.3
ND,Blanchard CDP,88.5,0,11.5,0,0
ND,Bottineau city,92.4,0.7,4.1,0.5,1.4
ND,Bowbells city,96.4,0,0.6,2.7,0.6
ND,Bowdon city,99.2,0,0.8,0,1.5
ND,Bowman city,97.7,0,0.2,0.1,3.9
ND,Braddock city,95.2,0,0,0,0
ND,Briarwood city,95.9,0,0,4.1,0
ND,Brinsmade city,100,0,0,0,0
ND,Brocket city,100,0,0,0,0
ND,Brooktree Park CDP,95,0,0,1.3,0
ND,Buchanan city,100,0,0,0,0
ND,Bucyrus city,100,0,0,0,0
ND,Buffalo city,92.6,0.5,1.6,0.5,0
ND,Burlington city,94.2,0.1,2.7,0.2,2.1
ND,Butte city,100,0,0,0,0
ND,Buxton city,99.4,0.3,0.3,0,0.9
ND,Caledonia CDP,100,0,0,0,0
ND,Calio city,100,0,0,0,0
ND,Calvin city,100,0,0,0,0
ND,Cando city,96.1,0.2,2.3,0,0.5
ND,Cannon Ball CDP,4.8,0.1,92.9,0,1.4
ND,Canton City city,97.8,0,0,0,0
ND,Carpio city,99.4,0,0.6,0,0
ND,Carrington city,98.1,0.1,0.7,0.1,0.7
ND,Carson city,99.3,0,0.3,0,0.7
ND,Casselton city,97.3,0.1,0.9,0.1,2.4
ND,Cathay city,97.7,0,2.3,0,0
ND,Cavalier city,95.4,0,2.2,0.2,2.7
ND,Cayuga city,100,0,0,0,0
ND,Center city,96,0.5,3.2,0,1.9
ND,Christine city,98,0,0,1.3,2.7
ND,Churchs Ferry city,100,0,0,0,0
ND,Cleveland city,100,0,0,0,0
ND,Clifford city,100,0,0,0,0
ND,Cogswell city,94.9,0,5.1,0,0
ND,Coleharbor city,96.2,0,0,0,5.1
ND,Colfax city,100,0,0,0,0
ND,Columbus city,95.5,1.5,0,2.3,0
ND,Conway city,100,0,0,0,0
ND,Cooperstown city,99.2,0.2,0.1,0.4,0.3
ND,Courtenay city,100,0,0,0,0
ND,Crary city,95.1,0,4.2,0,2.1
ND,Crosby city,98.1,0.3,0.5,0.3,1.9
ND,Crystal city,93.5,0,1.4,0,5.8
ND,Dahlen CDP,100,0,0,0,5.6
ND,Davenport city,92.9,0,0.4,0,10.7
ND,Dawson city,100,0,0,0,8.2
ND,Dazey city,98.1,0,0,0,1.9
ND,Deering city,92.9,0,0,3.1,2
ND,De Lamere CDP,93.3,0,0,3.3,13.3
ND,Denhoff CDP,100,0,0,0,0
ND,Des Lacs city,96.6,0,2,0,0.5
ND,Devils Lake city,82.9,0.5,12.5,0.4,1.3
ND,Dickey city,100,0,0,0,0
ND,Dickinson city,94.2,1,1.2,1.5,2.1
ND,Dodge city,89.7,0,9.2,0,1.1
ND,Donnybrook city,96.6,0,0,0,0
ND,Douglas city,95.3,0,3.1,0,3.1
ND,Drake city,97.8,0,0.4,0,2.5
ND,Drayton city,98.3,0.4,0.6,0,1.5
ND,Driscoll CDP,96.3,0,3.7,0,1.2
ND,Dunn Center city,93.8,0,1.4,0,1.4
ND,Dunseith city,15,0.9,79.6,0,2.2
ND,Dwight city,100,0,0,0,0
ND,East Dunseith CDP,1,0.2,98.6,0,1.6
ND,East Fairview CDP,94.7,0,2.6,0,0
ND,Edgeley city,99.5,0,0,0.2,1.2
ND,Edinburg city,95.4,0,0,0.5,2.6
ND,Edmore city,96.7,0,1.6,0,0.5
ND,Egeland city,89.3,0,10.7,0,0
ND,Elgin city,98.3,0,0.9,0,0.2
ND,Ellendale city,94.5,1.2,1.7,0.2,1.2
ND,Elliott city,92,0,0,4,0
ND,Embden CDP,100,0,0,0,0
ND,Emerado city,80.2,4.6,7,1.9,7.2
ND,Enderlin city,98.6,0.2,0.8,0.1,2.4
ND,Englevale CDP,100,0,0,0,0
ND,Epping city,81,0,11,5,0
ND,Erie CDP,98,0,2,0,0
ND,Esmond city,99,0,1,0,0
ND,Fairdale city,92.1,0,0,2.6,5.3
ND,Fairmount city,94,0.3,1.6,0.3,2.7
ND,Fargo city,90.2,2.7,1.4,3,2.2
ND,Fessenden city,98.7,0.2,0.2,0,0
ND,Fingal city,96.9,1,2.1,0,0
ND,Finley city,95.7,0.2,2.2,0,0.7
ND,Flasher city,97.8,0,0.4,0.4,0
ND,Flaxton city,100,0,0,0,18.2
ND,Forbes city,100,0,0,0,0
ND,Fordville city,94.3,0,0.5,0.5,7.5
ND,Forest River city,99.2,0,0,0,16
ND,Forman city,98.6,0.2,0.2,0,1.2
ND,Fort Ransom city,100,0,0,0,2.6
ND,Fort Totten CDP,1,0,98.1,0,1
ND,Fortuna city,95.5,0,0,0,4.5
ND,Fort Yates city,5.4,0,92.4,0,2.2
ND,Four Bears Village CDP,2.1,0,96.3,0.2,1.9
ND,Foxholm CDP,100,0,0,0,0
ND,Fredonia city,100,0,0,0,0
ND,Frontier city,98.6,0.9,0,0,0.5
ND,Fullerton city,98.1,0,0,0,1.9
ND,Gackle city,97.1,0.3,1,1,0.6
ND,Galesburg city,98.1,0,1.9,0,0
ND,Gardena city,100,0,0,0,0
ND,Gardner city,100,0,0,0,2.7
ND,Garrison city,93.3,0.1,4.5,0.1,2.1
ND,Gascoyne city,100,0,0,0,0
ND,Gilby city,94.5,0,0,0,7.6
ND,Gladstone city,96.2,0,0,0.4,1.3
ND,Glenburn city,95.3,0,0.3,0.8,2.1
ND,Glenfield city,100,0,0,0,0
ND,Glen Ullin city,97.3,0,0.5,0.2,0.4
ND,Golden Valley city,97.3,0,1.1,1.1,1.6
ND,Golva city,100,0,0,0,0
ND,Goodrich city,98,0,2,0,0
ND,Grace City city,98.4,0,1.6,0,0
ND,Grafton city,89.2,0.4,2.8,0.4,14.1
ND,Grand Forks city,89.7,2,2.9,2.2,2.8
ND,Grand Forks AFB CDP,77.1,10.2,0.5,2.8,10
ND,Grandin city,95.4,0,1.7,0,2.3
ND,Grano city,100,0,0,0,0
ND,Granville city,97.1,0,1.2,0.4,3.3
ND,Great Bend city,100,0,0,0,0
ND,Green Acres CDP,3.5,0.2,95,0,2.1
ND,Grenora city,97.5,0.4,0.8,0,4.5
ND,Gwinner city,97.3,0,0.8,0.5,2
ND,Hague city,100,0,0,0,1.4
ND,Halliday city,90.4,0.5,5.9,1.6,0.5
ND,Hamberg city,100,0,0,0,0
ND,Hamilton city,100,0,0,0,0
ND,Hampden city,97.9,0,0,0,0
ND,Hankinson city,93.8,0,3.7,0,2.8
ND,Hannaford city,97.7,0,2.3,0,0
ND,Hannah city,100,0,0,0,0
ND,Hansboro city,100,0,0,0,0
ND,Harmon CDP,99.3,0,0.7,0,0
ND,Harvey city,98.5,0.1,0.6,0,1
ND,Harwood city,98.6,0.1,0.8,0,0.1
ND,Hatton city,97.6,0,0.4,0.1,2.1
ND,Havana city,97.2,0,0,0,1.4
ND,Haynes city,78.3,0,21.7,0,0
ND,Hazelton city,97.4,0,2.1,0,1.7
ND,Hazen city,96.6,0.4,1.8,0.3,1.2
ND,Hebron city,96.5,0,0.7,0.1,1.9
ND,Heil CDP,100,0,0,0,0
ND,Heimdal CDP,100,0,0,0,0
ND,Hettinger city,97.4,0.2,0.7,0.7,0.9
ND,Hillsboro city,93.9,0.1,1.5,0.6,5.5
ND,Hoople city,93,0,0,0,9.1
ND,Hope city,100,0,0,0,0
ND,Horace city,97.1,0.5,1.4,0.2,0.9
ND,Hunter city,97.7,0,0,0,0
ND,Hurdsfield city,100,0,0,0,0
ND,Inkster city,90,0,4,0,0
ND,Jamestown city,94.6,0.8,1.8,0.6,2.1
ND,Jessie CDP,84,16,0,0,0
ND,Jud city,97.2,0,0,0,0
ND,Karlsruhe city,100,0,0,0,0
ND,Kathryn city,100,0,0,0,0
ND,Kenmare city,95.9,0.2,0.6,0.7,2.6
ND,Kensal city,100,0,0,0,0
ND,Kief city,100,0,0,0,0
ND,Killdeer city,93.3,0.1,3.6,0.4,0.9
ND,Kindred city,96,0.1,0.7,0,1.4
ND,Knox city,100,0,0,0,0
ND,Kramer city,100,0,0,0,0
ND,Kulm city,97.7,0,0.3,0,4.5
ND,Lakota city,96.7,0.3,1.9,0,0
ND,LaMoure city,98.2,0,1.2,0,0.4
ND,Landa city,100,0,0,0,0
ND,Langdon city,97.2,0.2,0.7,0.2,0.8
ND,Lankin city,93.9,0,2,1,1
ND,Lansford city,96.7,1.2,0.4,0,3.7
ND,Larimore city,92.3,0.8,1.6,0.4,4.2
ND,Larson CDP,100,0,0,0,0
ND,Lawton city,100,0,0,0,0
ND,Leal city,95,0,0,0,0
ND,Leeds city,97.4,0,1.4,0,0.9
ND,Lehr city,100,0,0,0,0
ND,Leith city,93.8,6.3,0,0,0
ND,Leonard city,97.8,0,1.3,0,2.2
ND,Lidgerwood city,97.5,0,2,0,0.9
ND,Lignite city,96.1,0,2.6,0.6,4.5
ND,Lincoln city,94.6,0.9,2,0.1,0.5
ND,Linton city,98.2,0.1,0.2,0.3,0.5
ND,Lisbon city,97,0.5,0.5,0.6,1.3
ND,Litchville city,94.8,0.6,0.6,0,0.6
ND,Logan CDP,97.4,0,0,0,0.5
ND,Loma city,100,0,0,0,0
ND,Loraine city,100,0,0,0,0
ND,Ludden city,100,0,0,0,0
ND,Luverne city,90.3,0,6.5,0,0
ND,McClusky city,91.8,0.5,2.9,0,2.1
ND,McHenry city,98.2,0,0,0,1.8
ND,McLeod CDP,100,0,0,0,0
ND,McVille city,98.3,0.3,0,0,0.3
ND,Maddock city,95.5,0.3,3.1,0.3,1.6
ND,Makoti city,95.5,0,0,0,1.3
ND,Mandan city,91.7,0.6,4.9,0.2,1.8
ND,Mandaree CDP,3,0,96.1,0,7.2
ND,Manning CDP,98.6,0,0,0,0
ND,Mantador city,92.2,0,3.1,1.6,0
ND,Manvel city,99.2,0,0.3,0,0.8
ND,Mapleton city,94.4,3.4,0.4,0,3.5
ND,Marion city,98.5,0,0,0,0
ND,Marmarth city,89.7,0,9.6,0,8.1
ND,Martin city,100,0,0,0,0
ND,Max city,94.3,0,2.7,0,0.3
ND,Maxbass city,89.3,0,1.2,0,1.2
ND,Mayville city,94.2,1.8,0.6,0.2,2
ND,Medina city,96.4,0,0,0.3,0.6
ND,Medora city,93.8,0,1.8,3.6,0
ND,Menoken CDP,100,0,0,0,4.3
ND,Mercer city,97.9,0,0,1.1,0
ND,Michigan City city,96.9,0,1.7,0,1
ND,Milnor city,98.6,0,0.5,0,0.2
ND,Milton city,96.6,0,3.4,0,0
ND,Minnewaukan city,84.8,0,11.2,0,1.3
ND,Minot city,90.2,2.3,3.2,0.9,2.7
ND,Minot AFB CDP,76.8,9.9,0.8,2.8,9.9
ND,Minto city,95.9,0.3,0.2,0,15.7
ND,Mohall city,97.1,0.3,1.1,0.1,1.3
ND,Monango city,86.1,0,0,0,0
ND,Montpelier city,100,0,0,0,0
ND,Mooreton city,93.9,0,3.6,0.5,0
ND,Mott city,97.9,0,0.4,0,0
ND,Mountain city,97.8,0,1.1,0,1.1
ND,Munich city,99.5,0,0,0,0
ND,Mylo city,95,0,5,0,0
ND,Napoleon city,98.4,0.1,0.6,0,1
ND,Nash CDP,93.8,0,0,0,28.1
ND,Neche city,99.5,0,0,0,1.9
ND,Nekoma city,100,0,0,0,0
ND,Newburg city,91.8,0,0,0,9.1
ND,New England city,90.8,1,6,0.2,0.5
ND,New Leipzig city,97.3,0,0.9,0,0
ND,New Rockford city,95.7,0.1,1.7,0.4,2.9
ND,New Salem city,96.4,0,2.3,0.1,1.2
ND,New Town city,17.8,0.2,76.4,0.1,4.3
ND,Niagara city,98.1,0,0,0,1.9
ND,Nome city,100,0,0,0,0
ND,Noonan city,95.9,0,1.7,1.7,0.8
ND,North River city,100,0,0,0,0
ND,Northwood city,98,0.1,0.1,0.2,0.4
ND,Oakes city,96.1,0.5,0.3,0.8,3.8
ND,Oberon city,62.9,0,31.4,0,9.5
ND,Oriska city,94.9,0,0,0,4.2
ND,Orrin CDP,77.3,22.7,0,0,0
ND,Osnabrock city,96.3,0,2.2,0,0.7
ND,Overly city,83.3,0,16.7,0,0
ND,Oxbow city,100,0,0,0,2.6
ND,Page city,98.7,0,0,0.4,7.8
ND,Palermo city,95.9,1.4,1.4,0,1.4
ND,Park River city,97,0,1.3,0.2,2.4
ND,Parshall city,30.6,0.3,62.7,0,6.5
ND,Pekin city,92.9,0,0,0,7.1
ND,Pembina city,94.1,0.5,0.3,1,1.4
ND,Perth city,100,0,0,0,0
ND,Petersburg city,97.4,0.5,1,0.5,2.6
ND,Pettibone city,98.6,0,0,0,2.9
ND,Pick City city,99.2,0,0.8,0,0.8
ND,Pillsbury city,100,0,0,0,0
ND,Pingree city,98.3,0,0,0,5
ND,Pisek city,93.4,0,4.7,0,2.8
ND,Plaza city,93,0,1.8,0,6.4
ND,Porcupine CDP,0,0,96.6,0,3.4
ND,Portal city,96,0.8,2.4,0,4
ND,Portland city,95,0.7,1.5,0.5,2.6
ND,Powers Lake city,98.2,0,1.1,0.4,1.1
ND,Prairie Rose city,100,0,0,0,0
ND,Raleigh CDP,91.7,0,8.3,0,0
ND,Ray city,95.9,0,2.5,0.3,1
ND,Reeder city,95.7,0.6,1.2,0,1.2
ND,Regan city,95.3,0,0,0,0
ND,Regent city,97.5,0,1.9,0,0
ND,Reile's Acres city,98.4,0.2,0.2,0.8,0.8
ND,Reynolds city,97.7,0.7,1,0.7,2.3
ND,Rhame city,98.2,0,0,0,0
ND,Richardton city,98.3,0,0.8,0.2,2.3
ND,Riverdale city,94.6,0,2.9,2,0
ND,Robinson city,100,0,0,0,0
ND,Rocklake city,95,0,5,0,0
ND,Rogers city,100,0,0,0,0
ND,Rolette city,56.9,0.2,37.9,0,1
ND,Rolla city,54.1,0.1,40.9,0.6,1.8
ND,Ross city,94.8,0,4.1,0,2.1
ND,Rugby city,91.9,0.3,5.8,0,1.3
ND,Ruso city,100,0,0,0,0
ND,Ruthville CDP,84.3,0.5,8.9,1,3.1
ND,Rutland city,97.5,0,1.2,0.6,0
ND,Ryder city,96.5,0,3.5,0,0
ND,St. John city,23.2,0.3,66,1.2,0.9
ND,St. Thomas city,94.6,0,0.6,0,19.6
ND,Sanborn city,99,0,0,0,0
ND,Sarles city,96.4,0,3.6,0,0
ND,Sawyer city,96.6,0.3,1.1,0.3,0.8
ND,Scranton city,96.1,0,3.2,0,0.7
ND,Selfridge city,33.1,0.6,58.1,1.3,2.5
ND,Selz CDP,97.8,0,0,2.2,0
ND,Sentinel Butte city,100,0,0,0,0
ND,Sharon city,93.8,0,6.3,0,0
ND,Sheldon city,94.8,0,1.7,0,0
ND,Shell Valley CDP,1.8,0,97.8,0,0.3
ND,Sherwood city,99.2,0,0,0,0.4
ND,Sheyenne city,81.4,1,14.7,0,1
ND,Sibley city,96.7,0,3.3,0,0
ND,Solen city,36.1,0,51.8,0,0
ND,Souris city,96.6,0,1.7,0,0
ND,South Heart city,99,0,0,0,0.7
ND,Spiritwood CDP,100,0,0,0,0
ND,Spiritwood Lake city,100,0,0,0,0
ND,Springbrook city,100,0,0,0,0
ND,Stanley city,97.4,0.2,0.5,0.5,3.9
ND,Stanton city,97.3,0,0.3,0.3,0.3
ND,Starkweather city,86.3,0,9.4,0,3.4
ND,Steele city,95.9,0.7,0.3,2.1,1.5
ND,Strasburg city,99.8,0,0,0,0.2
ND,Streeter city,97.1,0,0,2.4,0
ND,Surrey city,95.3,0.6,1.3,0.3,1.4
ND,Sutton CDP,94.1,5.9,0,0,0
ND,Sykeston city,98.3,0,0,0.9,0
ND,Tappen city,97,0.5,0,0,2.5
ND,Taylor city,98.6,0,0.7,0,0.7
ND,Thompson city,98.1,0.3,1,0.1,0.9
ND,Tioga city,96.9,0.1,0.5,0.6,0.7
