Geographic Area,City,poverty_rate
NY,Napeague CDP,17.1
NY,Naples village,16.9
NY,Narrowsburg CDP,11.8
NY,Nassau village,5.8
NY,Natural Bridge CDP,61.6
NY,Nedrow CDP,12
NY,Nelliston village,15.9
NY,Nelsonville village,1.9
NY,Nesconset CDP,3
NY,Newark village,21.8
NY,Newark Valley village,10.2
NY,New Berlin village,22.4
NY,Newburgh city,34.2
NY,New Cassel CDP,13.2
NY,New City CDP,4.5
NY,Newfane CDP,13.1
NY,Newfield Hamlet CDP,4.4
NY,New Hartford village,10.8
NY,New Hempstead village,3.2
NY,New Hyde Park village,3.7
NY,New Paltz village,31.5
NY,Newport village,10.6
NY,New Rochelle city,11.1
NY,New Square village,70.5
NY,New Suffolk CDP,13.2
NY,New Windsor CDP,5.3
NY,New York City,20.6
NY,New York Mills village,18.2
NY,Niagara Falls city,26.7
NY,Nichols village,16.7
NY,Niskayuna CDP,3.3
NY,Nissequogue village,3.5
NY,Niverville CDP,3.3
NY,Norfolk CDP,24.2
NY,North Amityville CDP,8
NY,Northampton CDP,9
NY,North Babylon CDP,5
NY,North Ballston Spa CDP,3.9
NY,North Bay Shore CDP,10.5
NY,North Bellmore CDP,4.3
NY,North Bellport CDP,20.4
NY,North Boston CDP,1.7
NY,North Collins village,5
NY,North Creek CDP,9.9
NY,Northeast Ithaca CDP,20.3
NY,North Gates CDP,13.8
NY,North Great River CDP,4.2
NY,North Haven village,3.1
NY,North Hills village,1.5
NY,North Hornell village,6.1
NY,North Lindenhurst CDP,9
NY,North Lynbrook CDP,4
NY,North Massapequa CDP,4.9
NY,North Merrick CDP,2.4
NY,North New Hyde Park CDP,3.8
NY,North Patchogue CDP,6
NY,Northport village,2.7
NY,North Rose CDP,2
NY,North Sea CDP,5.2
NY,North Syracuse village,8.6
NY,North Tonawanda city,10.1
NY,North Valley Stream CDP,4.4
NY,Northville village,12.3
NY,Northville CDP,5.1
NY,North Wantagh CDP,2.4
NY,Northwest Harbor CDP,6.5
NY,Northwest Ithaca CDP,19.8
NY,Norwich city,25.6
NY,Norwood village,19.5
NY,Noyack CDP,11.6
NY,Nunda village,23.1
NY,Nyack village,17.6
NY,Oak Beach-Captree CDP,0
NY,Oakdale CDP,3.3
NY,Oakfield village,10
NY,Ocean Beach village,3.1
NY,Oceanside CDP,5.5
NY,Odessa village,18.5
NY,Ogdensburg city,23.5
NY,Olcott CDP,16.9
NY,Old Bethpage CDP,2.8
NY,Old Brookville village,3.8
NY,Old Field village,5
NY,Old Forge CDP,14.7
NY,Old Westbury village,3.2
NY,Olean city,23.7
NY,Oneida city,17.3
NY,Oneida Castle village,10.1
NY,Oneonta city,29.5
NY,Ontario CDP,20.4
NY,Orangeburg CDP,13.7
NY,Orange Lake CDP,8.3
NY,Orchard Park village,2.5
NY,Orient CDP,1.8
NY,Oriskany village,6.6
NY,Oriskany Falls village,8.7
NY,Ossining village,13.8
NY,Oswego city,29.1
NY,Otego village,9.8
NY,Otisville village,6.7
NY,Ovid village,11.8
NY,Owego village,13.4
NY,Oxbow CDP,8.3
NY,Oxford village,12.5
NY,Oyster Bay CDP,3.6
NY,Oyster Bay Cove village,0.5
NY,Painted Post village,7.2
NY,Palatine Bridge village,11.7
NY,Palenville CDP,6.1
NY,Palmyra village,22.1
NY,Pamelia Center CDP,2.2
NY,Panama village,11
NY,Parc CDP,0
NY,Parish village,13.4
NY,Parishville CDP,17.6
NY,Patchogue village,15.1
NY,Paul Smiths CDP,-
NY,Pavilion CDP,2.9
NY,Pawling village,11.2
NY,Peach Lake CDP,6.1
NY,Pearl River CDP,7.2
NY,Peconic CDP,0
NY,Peekskill city,11.8
NY,Pelham village,2.9
NY,Pelham Manor village,2.8
NY,Penn Yan village,26.3
NY,Perry village,14.6
NY,Perrysburg CDP,12.9
NY,Peru CDP,7.5
NY,Phelps village,11.4
NY,Philadelphia village,17.6
NY,Philmont village,19.9
NY,Phoenicia CDP,5.6
NY,Phoenix village,24.1
NY,Piermont village,5.6
NY,Pierrepont Manor CDP,0
NY,Piffard CDP,2.3
NY,Pike CDP,27.5
NY,Pine Bush CDP,11.3
NY,Pine Hill CDP,14.4
NY,Pine Plains CDP,8.4
NY,Pine Valley CDP,25.3
NY,Pittsford village,5.1
NY,Plainedge CDP,2.7
NY,Plainview CDP,2.8
NY,Plandome village,3.8
NY,Plandome Heights village,2.7
NY,Plandome Manor village,1.7
NY,Plattekill CDP,25.9
NY,Plattsburgh city,25.3
NY,Plattsburgh West CDP,24.7
NY,Pleasant Valley CDP,7.8
NY,Pleasantville village,2.1
NY,Plessis CDP,0
NY,Poestenkill CDP,0.3
NY,Point Lookout CDP,0
NY,Poland village,7.3
NY,Pomona village,8
NY,Poquott village,3.6
NY,Port Byron village,16.3
NY,Port Chester village,13.3
NY,Port Dickinson village,11
NY,Port Ewen CDP,5.1
NY,Port Gibson CDP,8.9
NY,Port Henry village,19.5
NY,Port Jefferson village,5.4
NY,Port Jefferson Station CDP,14.2
NY,Port Jervis city,17.2
NY,Port Leyden village,26.2
NY,Portville village,15
NY,Port Washington CDP,3.5
NY,Port Washington North village,2.4
NY,Potsdam village,28.8
NY,Pottersville CDP,72.7
NY,Poughkeepsie city,24.1
NY,Prattsburgh CDP,13.9
NY,Prattsville CDP,28.9
NY,Preston-Potter Hollow CDP,7.9
NY,Prospect village,6.1
NY,Pulaski village,20
NY,Pultneyville CDP,0
NY,Putnam Lake CDP,2.9
NY,Quiogue CDP,10.5
NY,Quogue village,6.2
NY,Randolph CDP,19.7
NY,Ransomville CDP,12.8
NY,Rapids CDP,2
NY,Ravena village,12
NY,Red Creek village,24.1
NY,Redford CDP,43.4
NY,Red Hook village,13.6
NY,Red Oaks Mill CDP,5.7
NY,Redwood CDP,9.8
NY,Remsen village,25.5
NY,Remsenburg-Speonk CDP,10.6
NY,Rensselaer city,19.6
NY,Rensselaer Falls village,22.1
NY,Retsof CDP,0
NY,Rhinebeck village,11.2
NY,Rhinecliff CDP,2.1
NY,Richburg village,29.3
NY,Richfield Springs village,16.4
NY,Richmondville village,12.5
NY,Richville village,16.8
NY,Ridge CDP,6.4
NY,Rifton CDP,10.8
NY,Ripley CDP,20.3
NY,Riverhead CDP,15.4
NY,Riverside village,16.3
NY,Riverside CDP,11.4
NY,Rochester city,33.5
NY,Rock Hill CDP,4.2
NY,Rockville Centre village,4.9
NY,Rocky Point CDP,5.3
NY,Rodman CDP,2.4
NY,Rome city,18.6
NY,Romulus CDP,11.6
NY,Ronkonkoma CDP,4.9
NY,Roosevelt CDP,13.3
NY,Roscoe CDP,9.8
NY,Rosendale Hamlet CDP,6.6
NY,Roslyn village,7.9
NY,Roslyn Estates village,3.7
NY,Roslyn Harbor village,2.9
NY,Roslyn Heights CDP,5.8
NY,Rotterdam CDP,7
NY,Round Lake village,4.6
NY,Rouses Point village,10.9
NY,Rushford CDP,15.3
NY,Rushville village,28.1
NY,Russell Gardens village,3.3
NY,Rye city,3.6
NY,Rye Brook village,5
NY,Sackets Harbor village,4.6
NY,Saddle Rock village,3.9
NY,Saddle Rock Estates CDP,0
NY,Sagaponack village,1
NY,Sag Harbor village,5.9
NY,St. Bonaventure CDP,12.3
NY,St. James CDP,4.6
NY,St. Johnsville village,25.3
NY,St. Regis Falls CDP,20.9
NY,Salamanca city,28.1
NY,Salem village,8.2
NY,Salisbury CDP,4.6
NY,Salisbury Mills CDP,8.4
NY,Saltaire village,0
NY,Salt Point CDP,2.1
NY,Sanborn CDP,5.3
NY,Sand Ridge CDP,17.3
NY,Sands Point village,0.9
NY,Sandy Creek village,20.7
NY,Saranac Lake village,16.7
NY,Saratoga Springs city,6.8
NY,Saugerties village,12.8
NY,Saugerties South CDP,7.7
NY,Savannah CDP,8.9
NY,Savona village,23.4
NY,Sayville CDP,2.4
NY,Scarsdale village,2.3
NY,Schaghticoke village,11.1
NY,Schenectady city,22.8
NY,Schenevus CDP,15.1
NY,Schoharie village,17.4
NY,Schroon Lake CDP,4
NY,Schuylerville village,11
NY,Scio CDP,14.6
NY,Scotchtown CDP,4.3
NY,Scotia village,6.1
NY,Scottsburg CDP,13.8
NY,Scotts Corners CDP,10.7
NY,Scottsville village,12.7
NY,Sea Cliff village,4.8
NY,Seaford CDP,2.9
NY,Searingtown CDP,0.8
NY,Selden CDP,7.8
NY,Seneca Falls CDP,16.1
NY,Seneca Knolls CDP,5.8
NY,Setauket-East Setauket CDP,2.5
NY,Sharon Springs village,15.6
NY,Shelter Island CDP,2.3
NY,Shelter Island Heights CDP,0
NY,Shenorock CDP,0.4
NY,Sherburne village,22.4
NY,Sherman village,14
NY,Sherrill city,7.9
NY,Shinnecock Hills CDP,8.2
NY,Shirley CDP,9.8
NY,Shokan CDP,12.4
NY,Shoreham village,1.2
NY,Shortsville village,13.1
NY,Shrub Oak CDP,0.4
NY,Sidney village,16.8
NY,Silver Creek village,20.4
NY,Silver Springs village,21.8
NY,Sinclairville village,21.1
NY,Skaneateles village,4.9
NY,Sleepy Hollow village,18.6
NY,Sloan village,11.3
NY,Sloatsburg village,4.7
NY,Smallwood CDP,10
NY,Smithtown CDP,3.6
NY,Smithville Flats CDP,31.7
NY,Smyrna village,20.3
NY,Sodus village,19.6
NY,Sodus Point village,17
NY,Solvay village,12.7
NY,Sound Beach CDP,5.6
NY,Southampton village,14.9
NY,South Blooming Grove village,7.3
NY,South Corning village,7.8
NY,South Dayton village,14.6
NY,South Fallsburg CDP,45.3
NY,South Farmingdale CDP,3.5
NY,South Floral Park village,3.5
NY,South Glens Falls village,10
NY,South Hempstead CDP,2.4
NY,South Hill CDP,16.1
NY,South Huntington CDP,6.5
NY,South Lima CDP,7.5
NY,South Lockport CDP,15.4
NY,South Nyack village,5.7
NY,Southold CDP,4.8
NY,Southport CDP,16
NY,South Valley Stream CDP,6.4
NY,Spackenkill CDP,0.9
NY,Sparkill CDP,9.7
NY,Speculator village,11.6
NY,Spencer village,16.5
NY,Spencerport village,7.5
NY,Springs CDP,8.1
NY,Spring Valley village,25.7
NY,Springville village,13.9
NY,Springwater Hamlet CDP,26.4
NY,Staatsburg CDP,19.1
NY,Stamford village,26.2
NY,Stannards CDP,19.7
NY,Star Lake CDP,18.4
NY,Stewart Manor village,1
NY,Stillwater village,13.4
NY,Stone Ridge CDP,2.9
NY,Stony Brook CDP,6.7
NY,Stony Brook University CDP,0
NY,Stony Point CDP,5
NY,Stottville CDP,11.4
NY,Strykersville CDP,2.6
NY,Suffern village,7.6
NY,Sunset Bay CDP,5.3
NY,SUNY Oswego CDP,41.2
NY,Sylvan Beach village,12.3
NY,Syosset CDP,4.4
NY,Syracuse city,34.8
NY,Taconic Shores CDP,18.2
NY,Tannersville village,4.6
NY,Tappan CDP,1.4
NY,Tarrytown village,4
NY,Terryville CDP,9
NY,Thendara CDP,0
NY,Theresa village,8.3
NY,Thiells CDP,5.5
NY,Thomaston village,6.3
NY,Thornwood CDP,3.1
NY,Thousand Island Park CDP,0
NY,Three Mile Bay CDP,6.1
NY,Ticonderoga CDP,18.1
NY,Tillson CDP,12.3
NY,Titusville CDP,2.1
NY,Tivoli village,31.3
NY,Tonawanda city,11.5
NY,Tonawanda CDP,10.1
NY,Town Line CDP,10.9
NY,Tribes Hill CDP,1.1
NY,Troy city,26.1
NY,Trumansburg village,16.8
NY,Tuckahoe CDP,4.7
NY,Tuckahoe village,4.7
NY,Tully village,13.6
NY,Tupper Lake village,15.1
NY,Turin village,5.5
NY,Tuscarora CDP,-
NY,Tuxedo Park village,2.4
NY,Unadilla village,9.9
NY,Uniondale CDP,12.6
NY,Union Springs village,15
NY,Unionville village,5.4
NY,University at Buffalo CDP,87.1
NY,University Gardens CDP,5.2
NY,Upper Brookville village,1.5
NY,Upper Nyack village,3.7
NY,Utica city,32.2
NY,Vails Gate CDP,11.1
NY,Valatie village,14.6
NY,Valhalla CDP,1.6
NY,Valley Cottage CDP,8
NY,Valley Falls village,6.3
NY,Valley Stream village,7.5
NY,Van Etten village,14.5
NY,Vernon village,11.4
NY,Verona CDP,22.4
NY,Verplanck CDP,8
NY,Victor village,5.1
NY,Victory village,12.5
NY,Village Green CDP,3.9
NY,Village of the Branch village,3.6
NY,Viola CDP,19.8
NY,Virgil CDP,1.5
NY,Voorheesville village,3.3
NY,Waddington village,12.5
NY,Wading River CDP,3.8
NY,Wadsworth CDP,0
NY,Wainscott CDP,23.1
NY,Walden village,12.9
NY,Walker Valley CDP,5.8
NY,Wallkill CDP,4
NY,Walton village,30.9
NY,Walton Park CDP,3
NY,Wampsville village,21.8
NY,Wanakah CDP,0.5
NY,Wantagh CDP,2.5
NY,Wappingers Falls village,13.1
NY,Warrensburg CDP,16.7
NY,Warsaw village,24.1
NY,Warwick village,6.7
NY,Washington Heights CDP,7.2
NY,Washington Mills CDP,17.9
NY,Washingtonville village,7.1
NY,Watchtower CDP,88.7
NY,Waterford village,13.5
NY,Waterloo village,15.9
NY,Water Mill CDP,7.5
NY,Watertown city,23.1
NY,Waterville village,15.1
NY,Watervliet city,14.5
NY,Watkins Glen village,20.8
NY,Waverly village,18.6
NY,Wayland village,15
NY,Webster village,29.3
NY,Websters Crossing CDP,0
NY,Weedsport village,7.9
NY,Wells CDP,17.7
NY,Wellsburg village,26.9
NY,Wellsville village,21.1
NY,Wesley Hills village,5.5
NY,West Babylon CDP,5.7
NY,West Bay Shore CDP,2.4
NY,Westbury village,7.1
NY,West Carthage village,12.5
NY,West Chazy CDP,26
NY,West Elmira CDP,2.2
NY,West End CDP,16.9
NY,Westfield village,13.5
NY,West Glens Falls CDP,12.4
NY,Westhampton CDP,9
NY,Westhampton Beach village,11
NY,West Hampton Dunes village,0
NY,West Haverstraw village,11.7
NY,West Hempstead CDP,5.9
NY,West Hills CDP,1.6
NY,West Hurley CDP,8.1
NY,West Islip CDP,4
NY,Westmere CDP,10.1
NY,Westmoreland CDP,0
NY,West Nyack CDP,2.8
NY,Weston Mills CDP,8.4
NY,West Point CDP,3.9
NY,Westport CDP,7.3
NY,West Sand Lake CDP,2.4
NY,West Sayville CDP,2.7
NY,West Seneca CDP,6.7
NY,Westvale CDP,6.8
NY,West Valley CDP,20.9
NY,West Winfield village,11.7
NY,Wheatley Heights CDP,5.9
NY,Whitehall village,30.1
NY,White Plains city,12.2
NY,Whitesboro village,15.3
NY,Whitney Point village,24.9
NY,Williamson CDP,10
NY,Williamsville village,7.5
NY,Williston Park village,3.9
NY,Willsboro CDP,14.3
NY,Wilmington CDP,8.6
NY,Wilson village,10.3
NY,Windham CDP,22.4
NY,Windsor village,8.2
NY,Winthrop CDP,12.7
NY,Witherbee CDP,16.8
NY,Wolcott village,25
NY,Woodbury CDP,3.9
NY,Woodbury village,5.3
NY,Woodmere CDP,4.4
NY,Woodridge village,23.1
NY,Woodsburgh village,4.5
NY,Woodstock CDP,13.3
NY,Woodsville CDP,9.7
NY,Worcester CDP,15.1
NY,Wurtsboro village,16.7
NY,Wyandanch CDP,17.2
NY,Wynantskill CDP,3.1
NY,Wyoming village,11
NY,Yaphank CDP,4.5
NY,Yonkers city,16.7
NY,York Hamlet CDP,1.5
NY,Yorkshire CDP,19.2
NY,Yorktown Heights CDP,1.1
NY,Yorkville village,12
NY,Youngstown village,8.3
NY,Zena CDP,2.1
NC,Aberdeen town,17
NC,Advance CDP,14.5
NC,Ahoskie town,35.6
NC,Alamance village,1.7
NC,Albemarle city,26.2
NC,Alliance town,17
NC,Altamahaw CDP,2.8
NC,Andrews town,38
NC,Angier town,9.6
NC,Ansonville town,21.5
NC,Apex town,4.6
NC,Aquadale CDP,0
NC,Arapahoe town,8.4
NC,Archdale city,10.5
NC,Archer Lodge town,1.9
NC,Asheboro city,24.7
NC,Asheville city,17.3
NC,Ashley Heights CDP,9.9
NC,Askewville town,3.5
NC,Atkinson town,15.9
NC,Atlantic CDP,24
NC,Atlantic Beach town,14.6
NC,Aulander town,28.7
NC,Aurora town,12.5
NC,Autryville town,43
NC,Avery Creek CDP,3.6
NC,Avon CDP,6.5
NC,Ayden town,28.2
NC,Badin town,11
NC,Bailey town,27
NC,Bakersville town,50.5
NC,Bald Head Island village,3.9
NC,Balfour CDP,12.2
NC,Banner Elk town,10.6
NC,Barker Heights CDP,24.2
NC,Barker Ten Mile CDP,0.9
NC,Bath town,3.3
NC,Bayboro town,30.3
NC,Bayshore CDP,11
NC,Bayview CDP,10.4
NC,Bear Grass town,48.9
NC,Beaufort town,32
NC,Beech Mountain town,6.1
NC,Belhaven town,39.6
NC,Bell Arthur CDP,0
NC,Belmont city,13.5
NC,Belville town,4.1
NC,Belvoir CDP,25.9
NC,Belwood town,15.9
NC,Bennett CDP,12.6
NC,Benson town,36.1
NC,Bent Creek CDP,4.8
NC,Bermuda Run town,8.3
NC,Bessemer City city,23.4
NC,Bethania town,3.1
NC,Bethel town,29.7
NC,Bethlehem CDP,13
NC,Beulaville town,34.5
NC,Biltmore Forest town,4
NC,Biscoe town,25.8
NC,Black Creek town,31.5
NC,Black Mountain town,12.8
NC,Bladenboro town,35.1
NC,Blowing Rock town,9.4
NC,Blue Clay Farms CDP,100
NC,Boardman town,39.2
NC,Bogue town,4.1
NC,Boiling Spring Lakes city,6.5
NC,Boiling Springs town,11.1
NC,Bolivia town,0.8
NC,Bolton town,32.9
NC,Bonnetsville CDP,27.3
NC,Boone town,64.5
NC,Boonville town,16.6
NC,Bostic town,17.8
NC,Bowmore CDP,0
NC,Brevard city,12.7
NC,Brices Creek CDP,8.7
NC,Bridgeton town,6.3
NC,Broad Creek CDP,24
NC,Broadway town,20.2
NC,Brogden CDP,21.2
NC,Brookford town,35.8
NC,Brunswick town,26.3
NC,Bryson City town,17.2
NC,Buies Creek CDP,29.5
NC,Bunn town,15.3
NC,Bunnlevel CDP,14.2
NC,Burgaw town,32.8
NC,Burlington city,22
NC,Burnsville town,33.4
NC,Butner town,17.5
NC,Butters CDP,10.4
NC,Buxton CDP,6.1
NC,Cajah's Mountain town,9.3
NC,Calabash town,21.6
NC,Calypso town,32.7
NC,Camden CDP,9.4
NC,Cameron town,18.8
NC,Candor town,25.7
NC,Canton town,16.9
NC,Cape Carteret town,6.8
NC,Caroleen CDP,10.6
NC,Carolina Beach town,12.4
NC,Carolina Shores town,9.9
NC,Carrboro town,15.2
NC,Carthage town,18.3
NC,Cary town,6.3
NC,Casar town,28.3
NC,Cashiers CDP,9.2
NC,Castalia town,24
NC,Castle Hayne CDP,26
NC,Caswell Beach town,7.8
NC,Catawba town,6.5
NC,Cedar Point town,3.2
NC,Cedar Rock village,0.9
NC,Centerville town,18.7
NC,Cerro Gordo town,21.4
NC,Chadbourn town,33.5
NC,Chapel Hill town,21.2
NC,Charlotte city,16.8
NC,Cherokee CDP,19.5
NC,Cherryville city,10.6
NC,Chimney Rock Village village,16.2
NC,China Grove town,28.4
NC,Chocowinity town,21
NC,Claremont city,14
NC,Clarkton town,29.9
NC,Clayton town,7.4
NC,Clemmons village,9
NC,Cleveland town,14.2
NC,Cliffside CDP,13.1
NC,Clinton city,29.2
NC,Clyde town,17
NC,Coats town,32.8
NC,Cofield village,28
NC,Coinjock CDP,8.5
NC,Colerain town,16.2
NC,Columbia town,29.8
NC,Columbus town,12.1
NC,Como town,7.3
NC,Concord city,12.8
NC,Conetoe town,27.3
NC,Connelly Springs town,15.2
NC,Conover city,20.9
NC,Conway town,37.8
NC,Cooleemee town,21.8
NC,Cordova CDP,13.9
NC,Cornelius town,6.7
NC,Cove City town,20
NC,Cove Creek CDP,9.3
NC,Cramerton town,11
NC,Creedmoor city,10.3
NC,Creswell town,22.4
NC,Cricket CDP,37.7
NC,Crossnore town,2.1
NC,Cullowhee CDP,49.1
NC,Dallas town,16.4
NC,Dana CDP,12.6
NC,Danbury town,22.9
NC,Davidson town,5.7
NC,Davis CDP,0
NC,Deercroft CDP,0
NC,Delco CDP,4
NC,Dellview town,0
NC,Delway CDP,43.4
NC,Denton town,20.5
NC,Denver CDP,18.6
NC,Dillsboro town,15.6
NC,Dobbins Heights town,29.9
NC,Dobson town,38.2
NC,Dortches town,10.9
NC,Dover town,30.3
NC,Drexel town,23.1
NC,Dublin town,28
NC,Duck town,3.8
NC,Dundarrach CDP,43.3
NC,Dunn city,26.6
NC,Durham city,19.2
NC,Earl town,22.1
NC,East Arcadia town,30.8
NC,East Bend town,7.8
NC,East Flat Rock CDP,28.7
NC,East Laurinburg town,29.5
NC,Eastover town,9
NC,East Rockingham CDP,45.9
NC,East Spencer town,54.5
NC,Eden city,28.5
NC,Edenton town,39.9
NC,Edneyville CDP,21.1
NC,Efland CDP,2.4
NC,Elizabeth City city,29.8
NC,Elizabethtown town,41.2
NC,Elkin town,17.4
NC,Elk Park town,25.1
NC,Ellenboro town,38.1
NC,Ellerbe town,27.4
NC,Elm City town,25.8
NC,Elon town,17.1
NC,Elrod CDP,37.3
NC,Elroy CDP,27.8
NC,Emerald Isle town,10.8
NC,Enfield town,44
NC,Engelhard CDP,48.3
NC,Enochville CDP,16.5
NC,Erwin town,22.2
NC,Etowah CDP,10
NC,Eureka town,14.6
NC,Everetts town,24.8
NC,Evergreen CDP,25.8
NC,Fair Bluff town,29
NC,Fairfield CDP,6.9
NC,Fairfield Harbour CDP,2.3
NC,Fairmont town,47.7
NC,Fairplains CDP,26.3
NC,Fairview CDP,5.4
NC,Fairview town,10.9
NC,Faison town,20.1
NC,Faith town,18.3
NC,Falcon town,1.5
NC,Falkland town,30.5
NC,Fallston town,15
NC,Farmville town,20.1
NC,Fayetteville city,18.4
NC,Fearrington Village CDP,2.7
NC,Five Points CDP,1
NC,Flat Rock village,4.8
NC,Flat Rock CDP,26.9
NC,Fletcher town,6.8
NC,Fontana Dam town,-
NC,Forest City town,34
NC,Forest Hills village,24.7
NC,Forest Oaks CDP,8.7
NC,Foscoe CDP,19.8
NC,Fountain town,32
NC,Four Oaks town,33.2
NC,Foxfire village,2.6
NC,Franklin town,35.9
NC,Franklinton town,35.8
NC,Franklinville town,33.1
NC,Fremont town,22.1
NC,Frisco CDP,15.3
NC,Fruitland CDP,28.1
NC,Fuquay-Varina town,11.3
NC,Gamewell town,17.8
NC,Garland town,30.4
NC,Garner town,11.2
NC,Garysburg town,34.8
NC,Gaston town,26.5
NC,Gastonia city,20.8
NC,Gatesville town,15.6
NC,Germanton CDP,12.5
NC,Gerton CDP,5.1
NC,Gibson town,50.8
NC,Gibsonville town,12.1
NC,Glen Alpine town,12.8
NC,Glen Raven CDP,21.3
NC,Glenville CDP,62.5
NC,Gloucester CDP,13.4
NC,Godwin town,20.7
NC,Goldsboro city,25.4
NC,Goldston town,16.5
NC,Gorman CDP,32.4
NC,Graham city,29.1
NC,Grandfather village,8.2
NC,Granite Falls town,20.2
NC,Granite Quarry town,14.6
NC,Grantsboro town,29.4
NC,Greenevers town,39.1
NC,Green Level town,41.3
NC,Greensboro city,19.3
NC,Greenville city,32.5
NC,Grifton town,24
NC,Grimesland town,36.4
NC,Grover town,13.5
NC,Gulf CDP,24.4
NC,Half Moon CDP,19.1
NC,Halifax town,8.5
NC,Hallsboro CDP,38.5
NC,Hamilton town,15.1
NC,Hamlet city,27.5
NC,Hampstead CDP,11.4
NC,Harkers Island CDP,8.3
NC,Harmony town,19.4
NC,Harrells town,8.2
NC,Harrellsville town,25.4
NC,Harrisburg town,7.7
NC,Hassell town,47.4
NC,Hatteras CDP,2
NC,Havelock city,13.6
NC,Haw River town,18.6
NC,Hayesville town,25.9
NC,Hays CDP,24.9
NC,Hemby Bridge town,9.3
NC,Henderson city,33.8
NC,Hendersonville city,26.4
NC,Henrietta CDP,52.9
NC,Hertford town,37.6
NC,Hickory city,17.5
NC,Hiddenite CDP,40.8
NC,Highlands town,5.6
NC,High Point city,21.7
NC,High Shoals city,35
NC,Hightsville CDP,26.4
NC,Hildebran town,28
NC,Hillsborough town,19
NC,Hobgood town,20.4
NC,Hobucken CDP,0
NC,Hoffman town,33.2
NC,Holden Beach town,7.5
NC,Hollister CDP,38.9
NC,Holly Ridge town,14.2
NC,Holly Springs town,2.5
NC,Hookerton town,22.6
NC,Hoopers Creek CDP,4.5
NC,Hope Mills town,13.4
NC,Horse Shoe CDP,9.7
NC,Hot Springs town,28.1
NC,Hudson town,14.1
NC,Huntersville town,5.1
NC,Icard CDP,19.2
NC,Indian Beach town,11
NC,Indian Trail town,8
NC,Ingold CDP,86.1
NC,Iron Station CDP,5.1
NC,Ivanhoe CDP,0
NC,JAARS CDP,23
NC,Jackson town,14.1
NC,Jackson Heights CDP,6.4
NC,Jacksonville city,14.3
NC,James City CDP,13.6
NC,Jamestown town,8
NC,Jamesville town,40.4
NC,Jefferson town,33.5
NC,Jonesville town,40.1
NC,Kannapolis city,17.6
NC,Keener CDP,26.5
NC,Kelford town,34.9
NC,Kelly CDP,5.4
NC,Kenansville town,26.9
NC,Kenly town,31.3
NC,Kernersville town,14.1
NC,Kill Devil Hills town,11.2
NC,King city,9.1
NC,Kings Grant CDP,9.9
NC,Kings Mountain city,18.1
NC,Kingstown town,27.4
NC,Kinston city,33.1
NC,Kittrell town,16
NC,Kitty Hawk town,6.9
NC,Knightdale town,6.9
NC,Kure Beach town,8.4
NC,La Grange town,15.4
NC,Lake Junaluska CDP,8.6
NC,Lake Lure town,8.8
NC,Lake Norman of Catawba CDP,3.9
NC,Lake Park village,5.5
NC,Lake Royale CDP,6.5
NC,Lake Santeetlah town,2.8
NC,Lake Waccamaw town,18.6
NC,Landis town,18.6
NC,Lansing town,51
NC,Lasker town,1.6
NC,Lattimore town,19.6
NC,Laurel Hill CDP,15.1
NC,Laurel Park town,5.6
NC,Laurinburg city,33.3
NC,Lawndale town,21.4
NC,Leggett town,0
NC,Leland town,14.2
NC,Lenoir city,22.8
NC,Lewiston Woodville town,23.4
NC,Lewisville town,4.2
NC,Lexington city,29.9
NC,Liberty town,23.7
NC,Light Oak CDP,22.4
NC,Lilesville town,13.4
NC,Lillington town,27
NC,Lincolnton city,28.6
NC,Linden town,17.8
NC,Littleton town,34.5
NC,Locust city,13.2
NC,Long View town,28.6
NC,Louisburg town,27.4
NC,Love Valley town,12.6
NC,Lowell city,12.9
NC,Lowesville CDP,9.5
NC,Lowgap CDP,28
NC,Lucama town,36.7
NC,Lumber Bridge town,18.3
NC,Lumberton city,34.8
NC,McAdenville town,10.2
NC,Macclesfield town,22.6
NC,McDonald town,21.2
NC,McFarlan town,32.1
NC,McLeansville CDP,28.8
NC,Macon town,18.9
NC,Madison town,24.5
NC,Maggie Valley town,14.2
NC,Magnolia town,29.4
NC,Maiden town,18.1
NC,Mamers CDP,19.6
NC,Manns Harbor CDP,9.4
NC,Manteo town,18.1
NC,Marble CDP,30.2
NC,Marietta town,29.9
NC,Marion city,30.2
NC,Mar-Mac CDP,29.9
NC,Marshall town,21.5
NC,Marshallberg CDP,7.4
NC,Mars Hill town,22.5
NC,Marshville town,28.9
NC,Marvin village,2.7
NC,Matthews town,6.1
NC,Maury CDP,48.3
NC,Maxton town,43.6
NC,Mayodan town,32.9
NC,Maysville town,23.5
NC,Mebane city,11.8
NC,Mesic town,23.7
NC,Micro town,8.6
NC,Middleburg town,55.2
NC,Middlesex town,23.8
NC,Midland town,8.6
NC,Midway town,10.2
NC,Millers Creek CDP,19.7
NC,Millingport CDP,17.4
NC,Mills River town,4.8
NC,Milton town,23.3
NC,Mineral Springs town,17.1
NC,Minnesott Beach town,6
NC,Mint Hill town,10.4
NC,Misenheimer village,17.3
NC,Mocksville town,20
NC,Momeyer town,20
NC,Moncure CDP,13.6
NC,Monroe city,24.6
NC,Montreat town,15.1
NC,Mooresboro town,10.3
NC,Mooresville town,10.3
NC,Moravian Falls CDP,20.3
NC,Morehead City town,23.6
NC,Morganton city,26.2
NC,Morrisville town,4.4
NC,Morven town,40.2
